word,YOUTUBE_FREQ_V3_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ
ウェイト,19313,-1,14269,-1,-1,20438,24084,-1,-1,22873,-1,-1,-1,-1,-1,-1,-1,-1,16675,-1,18780,21596,7993,17648,-1,-1,8899,-1,-1,-1,-1,-1,-1,-1,-1,16025
ボロ,19314,-1,13752,-1,-1,-1,-1,-1,-1,6531,-1,-1,-1,19627,-1,5088,7615,7126,8922,-1,7247,7624,-1,14006,-1,9645,2309,-1,-1,-1,-1,6168,11575,-1,-1,-1
ビフォー,19316,10047,-1,-1,-1,-1,18599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
世間体,19317,-1,-1,21079,12886,-1,-1,17545,-1,-1,-1,-1,21917,-1,-1,-1,-1,-1,-1,24782,-1,-1,12381,-1,23655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23288
鉄分,19318,6453,-1,-1,-1,-1,9567,-1,-1,-1,-1,-1,-1,16512,18574,-1,16512,15468,17852,-1,-1,-1,20801,-1,-1,-1,-1,20671,19913,-1,-1,-1,-1,23232,-1,-1
過小,19319,-1,-1,-1,-1,-1,19829,-1,-1,18215,-1,18704,-1,23097,-1,24754,23097,21649,-1,-1,8186,8087,-1,-1,-1,-1,-1,8856,16065,15365,-1,-1,-1,19005,-1,-1
結びつき,19320,-1,11778,-1,-1,-1,-1,-1,24637,21570,-1,-1,-1,-1,-1,10358,-1,-1,-1,22589,17907,19326,-1,-1,-1,-1,-1,12444,13279,-1,-1,-1,20241,-1,-1,-1
屈する,19321,-1,-1,13858,-1,-1,17021,9866,10000,6862,3270,7029,16829,9259,12282,8569,9259,8675,11813,13764,-1,-1,7873,-1,11612,7682,-1,15463,12521,7940,10399,-1,10087,5879,-1,22849
ウイーク,19322,2319,-1,-1,-1,20333,5314,-1,-1,-1,-1,-1,-1,-1,-1,14505,-1,-1,17307,-1,-1,22874,-1,-1,-1,-1,-1,-1,-1,22903,-1,-1,-1,17028,-1,-1
大差,19323,-1,9842,20751,7868,23110,11633,14355,15872,13416,-1,13765,14981,13317,7573,11283,13317,12484,7287,9493,16107,16694,9185,-1,14390,14794,-1,-1,-1,6811,16291,-1,12649,7065,12687,20037
ヤン,19324,11455,5015,2968,-1,22188,21798,-1,2142,3553,-1,-1,4012,-1,-1,15483,17288,16200,1944,-1,6485,5484,-1,872,-1,-1,-1,22719,-1,-1,2243,-1,7308,-1,6962,22499
ラビ,19325,13446,16179,20953,-1,-1,-1,-1,13722,12472,-1,-1,-1,24312,-1,-1,17744,16634,-1,-1,-1,23579,-1,14878,-1,22879,18097,-1,-1,14112,14200,-1,16594,-1,22501,-1
消灯,19326,-1,-1,-1,-1,-1,19609,-1,18738,15620,-1,16027,-1,23387,13677,21172,23387,21923,13142,14214,14355,12521,14269,-1,-1,-1,-1,17034,-1,-1,19359,-1,-1,10681,-1,-1
主題歌,19328,-1,-1,6485,-1,24300,6515,9908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1265,11874
軍事費,19329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18406
モミ,19331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20377,11347,-1,-1,-1,-1,-1,-1,-1,-1
領事館,19332,-1,-1,-1,15560,-1,19744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20119,-1
高3,19333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
つなぎ,19334,8120,16671,10205,-1,-1,18602,8298,9242,10491,-1,10757,13262,7695,14584,3949,7695,7197,14005,20434,17342,18173,6520,-1,11314,21500,6635,4404,5989,9727,9630,-1,24054,9285,14491,14701
産卵,19335,-1,9231,-1,23389,19495,14492,-1,21409,16575,-1,17013,-1,-1,-1,22873,-1,23990,-1,-1,-1,-1,6458,-1,-1,-1,-1,6174,6061,19954,21992,-1,-1,23109,12131,-1
指差す,19336,5383,-1,-1,-1,7164,14448,-1,-1,-1,808,12822,-1,22151,16945,-1,-1,-1,-1,-1,-1,-1,-1,-1,5331,-1,19939,-1,-1,1533,-1,9478,3011,1355,-1,-1
ヘルパー,19337,7460,-1,24808,-1,15010,9246,13939,20853,17159,-1,-1,-1,-1,-1,-1,24362,22844,-1,-1,-1,-1,-1,-1,-1,-1,14113,-1,-1,-1,21441,-1,24985,22849,-1,-1
イースト,19338,4442,5487,12463,-1,-1,14438,23534,8100,6162,-1,-1,-1,-1,-1,17417,5520,5156,15785,-1,6992,7761,-1,1121,-1,-1,14267,19621,-1,21640,8416,-1,20209,-1,6893,-1
難聴,19339,-1,-1,-1,-1,-1,14029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23906,-1,-1,-1,-1,-1,-1,-1
シリア,19340,20704,3997,21877,-1,-1,7606,-1,8256,-1,-1,-1,22235,-1,-1,21986,-1,-1,-1,-1,8601,6724,-1,3035,-1,-1,18105,10848,9442,-1,8591,9879,18012,-1,5577,24267
店側,19341,20704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23427,-1,-1,-1,-1,-1,-1
水質,19342,20704,10440,-1,-1,8243,11019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22284,-1,-1,-1,-1,12098,-1
一点,19343,-1,-1,6742,1766,6092,12230,4647,20214,-1,-1,-1,20402,-1,-1,14312,-1,23448,-1,15832,-1,-1,5660,-1,3616,20033,7343,21899,-1,14297,21020,-1,19048,12138,-1,19077
深め,19344,-1,7884,-1,-1,-1,-1,-1,-1,-1,9628,-1,-1,-1,-1,-1,-1,-1,-1,-1,15363,13450,-1,-1,-1,-1,-1,-1,-1,22882,-1,4220,-1,20669,-1,-1
機能的,19345,-1,-1,-1,-1,21403,8490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23782,24084,-1,-1,-1,-1,-1,-1,14253
ニャー,19346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4480,2477,-1,4480,4187,2394,-1,24171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
チャーリー,19347,16266,8980,-1,-1,18969,-1,21928,-1,-1,-1,-1,-1,-1,-1,21967,-1,-1,-1,-1,990,1076,-1,1588,15237,-1,8301,-1,-1,-1,-1,-1,16396,-1,14364,-1
未完成,19348,-1,-1,19171,9048,-1,17130,22067,15465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22771,-1,-1,-1,13388,-1,10827,-1,-1,-1,-1,15880,-1,-1,-1,-1,-1
テレ,19349,16266,6901,15900,-1,-1,16753,-1,11780,17472,-1,-1,20525,-1,-1,22580,-1,-1,-1,14858,-1,-1,-1,9457,-1,16352,5616,-1,-1,22630,12239,-1,-1,-1,4665,9007
ヘ,19350,-1,7686,19033,-1,-1,-1,-1,7566,2060,-1,-1,4908,-1,-1,-1,1254,1167,1991,18221,6394,7566,-1,-1,-1,1995,-1,2463,7374,-1,7881,-1,8047,-1,9374,-1
パノラマ,19351,13446,17734,-1,-1,-1,12028,-1,-1,-1,-1,-1,-1,-1,-1,22734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12603,-1,-1,-1,-1,-1,-1,-1,16047,11376
カシ,19352,7460,24567,11807,-1,-1,-1,-1,15599,13300,-1,-1,-1,-1,-1,-1,23386,21922,15042,-1,-1,-1,-1,-1,-1,-1,18730,6868,21216,-1,16114,-1,-1,-1,-1,24115
何円,19353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
尿素,19354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19873,22375,-1,-1,-1,-1,-1,-1,-1
パチンコ店,19355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ご高齢,19356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
無利子,19357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
タックル,19358,20704,11897,-1,-1,-1,18377,-1,17591,14477,-1,-1,-1,-1,-1,-1,-1,24601,-1,14857,17458,15619,-1,-1,-1,21434,4092,-1,-1,12016,18140,-1,24119,10356,13019,18034
冷水,19359,13446,-1,-1,7101,23555,19414,-1,18042,15005,-1,15396,17585,-1,-1,13404,-1,-1,-1,19437,-1,-1,12660,-1,19855,-1,-1,14024,13289,15512,17671,-1,19249,13635,-1,-1
苦悩,19360,-1,14436,18736,3271,14281,8009,17338,9552,8243,-1,8451,5705,16471,18787,4357,16471,15427,18055,10388,7408,8121,16190,-1,5669,15505,23636,12452,10675,9177,9934,9433,6978,6928,12523,13681
頭上,19361,-1,19216,14429,2743,11115,16827,-1,14236,12000,-1,12306,2467,12379,16903,1850,12379,11607,16240,3774,10772,12536,13138,-1,2585,14343,-1,8192,8227,2540,13724,-1,2411,2795,16991,13343
釣り人,19362,-1,-1,-1,-1,-1,16599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
鹿児島県,19363,-1,-1,-1,-1,-1,11169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4633,-1,-1,-1,8944,8185,-1,-1,-1,-1,-1,-1,-1
挑戦者,19364,-1,-1,5978,-1,-1,21429,7869,5654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24867,-1,-1,-1,24960,-1,11688,-1,-1,-1,-1,5907,-1,-1,-1,-1,12819
ジョジョ,19365,10047,-1,-1,-1,-1,11307,-1,-1,-1,-1,-1,-1,-1,-1,-1,1528,1417,23850,-1,-1,21545,-1,-1,-1,-1,12698,-1,-1,-1,-1,-1,-1,-1,17548,-1
小論文,19366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
オマエ,19367,-1,-1,-1,-1,-1,-1,-1,-1,8284,-1,-1,-1,-1,-1,-1,1756,1630,-1,-1,11066,10052,-1,-1,-1,-1,-1,-1,-1,-1,-1,544,12327,-1,-1,-1
手柄,19368,16266,-1,3795,3126,-1,-1,3625,5042,4463,-1,4576,8272,5312,10004,4988,5312,4956,9627,9160,6082,6363,19570,-1,9347,5249,-1,9618,11056,5019,5254,7571,7868,8232,24139,11877
原文,19369,16266,14588,-1,6875,16500,13206,-1,-1,-1,-1,-1,13257,-1,-1,9070,-1,-1,-1,-1,-1,-1,-1,8322,12612,-1,-1,16736,11760,-1,-1,-1,13064,-1,12627,10497
ビー玉,19370,-1,-1,-1,-1,-1,-1,-1,-1,22200,-1,22797,-1,-1,19261,21755,-1,-1,18513,-1,-1,-1,16126,-1,-1,-1,-1,-1,-1,18453,-1,-1,-1,23844,-1,-1
山岳,19371,13446,4067,-1,8646,14319,11942,-1,12161,9029,-1,9263,10586,20306,-1,7643,20306,19031,24466,-1,17878,18813,-1,23621,18210,-1,-1,10750,8775,8984,12563,-1,12863,22477,4102,13197
劣悪,19372,-1,19754,-1,-1,-1,13609,-1,-1,21182,7156,21752,-1,-1,-1,-1,-1,24529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17736,-1,-1,-1,22499,-1,19036
楼門,19373,-1,-1,-1,23246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4975
野口,19374,-1,9237,4953,-1,-1,-1,3341,15478,-1,-1,-1,8044,-1,-1,16655,-1,-1,8378,-1,18246,22644,-1,10019,8691,-1,-1,20124,19693,-1,15984,-1,15623,-1,5892,-1
蜀,19375,-1,13623,23088,20433,-1,-1,-1,14630,7375,-1,-1,-1,-1,-1,-1,-1,-1,14395,7602,-1,-1,-1,-1,9809,21702,11530,6437,5624,-1,15119,-1,18296,-1,17334,-1
糾弾,19376,-1,14157,23541,-1,-1,18539,17425,20317,16990,-1,17442,20452,-1,20154,15266,-1,-1,19369,13204,22630,-1,-1,-1,22160,-1,-1,-1,-1,8738,20887,-1,14927,8566,17582,-1
清浄機,19377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
基地局,19378,-1,-1,21915,-1,-1,18324,18045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18351
真田丸,19379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ハウジング,19380,-1,-1,-1,-1,-1,17170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22431,-1,-1,-1,-1,-1,-1,-1,-1,22348
キタッ,19381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
駄菓子,19382,-1,-1,15890,11114,-1,-1,11892,19614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19704,-1,-1,-1,-1,20098,-1,-1,-1,-1,-1,20173,-1,-1,-1,-1,-1
丸太,19383,10047,21843,-1,5104,18272,20778,22562,13331,11013,-1,11296,9228,9330,15354,6792,9330,8744,14751,17616,15479,16031,22772,-1,8153,24077,-1,6458,10135,5738,13800,-1,8755,13405,20063,-1
洗面台,19384,-1,-1,-1,-1,-1,10769,-1,24728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24038,-1,-1,-1,-1,19748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23364
今さっき,19385,16266,-1,-1,-1,-1,-1,-1,-1,24511,-1,-1,-1,19612,19536,-1,19612,18377,18775,-1,-1,-1,-1,-1,-1,20108,15142,-1,-1,15671,-1,-1,-1,10181,-1,-1
レポーター,19386,13446,16008,23001,-1,-1,18337,-1,12971,17451,-1,-1,22375,-1,-1,15619,-1,-1,14132,-1,8726,9929,-1,15202,24539,-1,7600,-1,-1,-1,13433,-1,20131,15053,8929,-1
ひと目,19387,-1,-1,12799,-1,-1,-1,12025,13776,8880,-1,-1,13297,-1,-1,-1,9455,8864,11124,-1,21963,19231,15838,-1,10664,10611,14636,-1,-1,-1,14488,-1,12842,-1,-1,22384
操作性,19388,-1,-1,-1,-1,-1,9930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19999
立ち入り,19390,20704,14651,24389,-1,20754,13405,23982,-1,6653,-1,6817,-1,11021,17106,14765,11021,10339,16440,20547,5710,6396,-1,-1,-1,15817,-1,-1,-1,8360,-1,7028,18836,6895,19980,12033
台形,19391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23570,-1,-1,-1,-1,-1,-1,-1,-1
節電,19392,-1,-1,-1,-1,-1,10527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11916
電力計,19393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20122
オーバーシュート,19394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
対数,19395,-1,16027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24477,-1,-1,-1,-1,-1,-1,23459,-1
探し出す,19396,-1,-1,8907,-1,-1,15617,13340,13096,10881,-1,-1,9681,-1,-1,6177,6266,5859,10655,11897,-1,-1,13186,-1,8431,8298,21668,-1,-1,-1,13563,3206,10255,-1,22438,20052
草彅,19397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
メタトロン,19398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
かれこれ,19399,-1,-1,19584,-1,-1,19020,21067,-1,23111,-1,-1,12071,-1,-1,9033,16783,15725,15801,19882,-1,-1,-1,-1,15568,18525,3790,-1,-1,-1,-1,-1,15703,-1,-1,16900
デュン,19400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
アウトレット,19401,6453,22763,-1,-1,-1,8943,21393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24572,-1,-1,20338,-1,-1,-1,-1,-1,-1,-1,-1,9584
課題曲,19402,-1,-1,-1,-1,-1,24966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
選任,19403,-1,10816,-1,-1,11320,8247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24149,-1,-1,-1,-1,-1,-1,13065,9667,-1,-1,-1,-1,-1,13502,16584
前菜,19404,-1,-1,17883,-1,-1,15518,17548,13468,11485,-1,11783,-1,10697,-1,24951,10697,10034,-1,-1,16505,16751,8123,-1,-1,-1,-1,-1,-1,18033,13895,-1,-1,20292,-1,23368
ジオラマ,19405,20704,-1,-1,-1,-1,21024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13239,-1,-1,-1,-1,-1,-1,-1,-1,8993
先鋒,19406,-1,14867,12440,14901,-1,-1,19627,22670,18532,-1,19026,11769,20767,20163,11987,20767,19466,19378,15674,-1,-1,-1,-1,12348,21091,-1,-1,-1,15342,23136,-1,11877,23613,19482,21499
ピアニスト,19407,8120,5975,16019,-1,-1,11807,15670,16409,13798,-1,-1,16498,-1,-1,15083,10510,9856,4700,-1,22874,-1,-1,2712,17440,-1,6045,24211,-1,-1,16991,-1,18849,-1,5745,22373
ジーナ,19408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2368,-1,-1,-1,2294,-1,8238,7281,-1,13677,-1,14955,12572,-1,-1,-1,-1,-1,23071,-1,-1,-1
バチカン,19409,-1,13857,-1,-1,-1,19678,-1,20061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15706,14749,-1,-1,-1,-1,12480,-1,-1,-1,20624,9919,-1,-1,16077,20720
仕分ける,19410,20704,-1,-1,-1,-1,19622,-1,-1,-1,7076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21566,-1,-1,-1,20436,-1,-1
株安,19411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
天安門,19412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
海戦,19413,-1,3904,-1,21938,-1,24134,-1,-1,-1,-1,-1,12618,23270,-1,15078,23270,21815,-1,-1,-1,-1,-1,-1,15506,-1,-1,12257,15526,18069,-1,-1,10756,-1,4379,-1
大祭司,19414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
鋭意,19415,-1,-1,-1,-1,-1,22508,19570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3858,-1,-1,-1,-1
フルスイング,19416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17295,-1,-1,-1,9640,-1,-1,-1,-1,-1,-1,-1,-1,-1
辞職,19417,20704,4523,22099,10670,24132,18043,14339,9945,7964,-1,8162,13351,-1,-1,10151,-1,-1,-1,-1,9424,11063,-1,-1,18991,-1,-1,10515,10408,-1,10338,-1,21005,-1,6316,-1
杉田,19418,-1,15653,9509,-1,-1,-1,8324,-1,-1,-1,-1,13771,-1,-1,24560,-1,-1,10925,-1,-1,-1,-1,-1,15674,-1,-1,-1,-1,-1,-1,-1,14255,-1,9158,16548
中体,19419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
夏侯,19420,-1,24248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
江ノ島,19421,-1,21048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14490,8617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16765,-1
義弘,19422,-1,18068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16461,-1,16527,-1
友軍,19423,-1,24373,-1,-1,-1,-1,-1,-1,23441,-1,24064,18224,-1,-1,18450,-1,-1,-1,-1,24908,19453,-1,-1,20356,-1,-1,-1,-1,19745,-1,3232,24289,-1,-1,-1
ムンヒサン,19424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
非核化,19425,-1,-1,-1,-1,-1,20075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
弓座,19426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
シンクロニシティ,19427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21322,-1,-1,-1,-1,-1,-1,-1,-1,-1
中城,19428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
コクマー,19429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ビジョニング,19430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
癸,19431,3170,194,535,-1,2052,3263,-1,376,917,182,949,643,954,821,-1,954,886,791,715,59,66,-1,3569,-1,958,-1,33,58,-1,405,1480,1482,-1,543,4626
鑫,19432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
姜維,19433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
すね,19434,-1,-1,9335,3092,21606,-1,937,21290,-1,-1,18816,22547,-1,7304,5918,-1,-1,-1,10962,17764,17165,12168,-1,2333,12576,9252,21952,11236,11611,21877,-1,15868,10956,-1,10691
ヘアケア,19435,-1,-1,-1,-1,-1,10666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22819,-1,-1,-1,-1,-1,-1,-1,-1,-1
濃密,19436,16266,-1,-1,-1,-1,15986,-1,-1,-1,-1,-1,16685,-1,-1,12300,-1,-1,-1,8583,-1,-1,4722,-1,17342,-1,-1,-1,-1,9103,-1,-1,12440,6192,-1,9344
