word,hiragana,katakana,WIKIPEDIA_V2_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
踏襲,とうしゅう,トウシュウ,3,2,2,3,4,4,3,3,3,2,2,2,3,3,2,3,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,3,3,2,3,3,2,3,3,3,2,2,1,1,1,2,1,2,2
狂,きょう,キョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,1,2,2,1,2,2,2,3,2,2,3,2,2,2,3,5,5,2,3,3,3,2,2,3,3,2,3,2,2,2,2,2,3,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2
久米,くめ,クメ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
ダグラス,ダグラス,ダグラス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,3,3,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
測量,そくりょう,ソクリョウ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,3,2,3,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2
宇野,うの,ウノ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,4,2,1,1,2,1,1,3,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2
国史,こくし,コクシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
欠番,けつばん,ケツバン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
両手,りょうて,リョウテ,3,4,3,3,3,5,4,3,3,4,4,3,3,3,4,2,3,5,4,4,3,3,3,3,3,5,3,3,5,3,4,3,4,4,4,3,5,1,5,3,3,4,3,4,4,3,4,5,3,5,5,3,1,3,3,4,3,3,3,3,3,3,3,5,3,1,5,3,5,3,4
パキスタン,パキスタン,パキスタン,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,1,3,3,2,1,3,1,1,1,1,1,1,2,2,1,1,3,3,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,1,3,1,1,2
任官,にんかん,ニンカン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
係る,かかる,カカル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,3,4,5,5,1,5,1,1,5,5,5,2,5,1,1,3,1,1,2,2,5,5,5,5,5,5,3,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,3,2,2,1,3,3
特例,とくれい,トクレイ,3,2,2,3,3,4,3,4,3,2,2,2,3,2,2,3,2,1,3,4,3,2,2,2,2,1,2,2,1,2,2,2,2,1,1,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,3
新宮,しんぐう,シングウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
商会,しょうかい,ショウカイ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,1,2,2,2,2,1,1,3,2,2,1,2,2,2,2,2,2,2,1,3,3,2,2,1,2,2,2,2,2,5,2,2,4,2,1,3,2,2,1,2
代役,だいやく,ダイヤク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,3,3,3,2,2,3,2,2,2,3,2,3,3,1,1,1,1,2,2,3,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2,1,1
中央公論社,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
菊地,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,1,1,2,1,1,1,1,1,3,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1
流入,りゅうにゅう,リュウニュウ,3,2,2,2,4,4,3,3,3,2,2,2,3,2,2,3,1,1,2,3,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2
軌跡,きせき,キセキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,4,2,2,2,2,2,3,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,4,4,2,3,3,3,3,3,3,3,3,1,1,2,2,3,2,1
崖,がけ,ガケ,3,3,3,2,3,4,4,3,4,2,3,3,2,3,3,3,3,4,3,3,2,4,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,1,4,3,3,1,3,3,3,3,2,3,4,2,4,3,1,3,2,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,3
送り込む,おくりこむ,オクリコム,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,3,2,3,3,3,3,2,3,2,3,3,3,2,3,1,1,1,4,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,2,2,2,2,2,2,4,3,1,3,2,4,2,2
日産自動車,にっさんじどうしゃ,ニッサンジドウシャ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
コス,コス,コス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,2,1,1,4,1,2,1
鳴門,なると,ナルト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
競う,きそう,キソウ,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,1,1,2,2,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,5,3,3,3,3,3,2,3,3,1,2,2,3,3,3
見直し,みなおし,ミナオシ,3,2,1,2,4,4,3,4,3,2,2,2,3,2,2,3,2,1,4,4,4,1,2,2,2,1,1,2,1,1,2,2,1,2,2,4,2,1,1,2,2,1,3,2,2,2,3,2,2,2,2,2,1,3,3,3,5,3,2,3,3,3,3,2,2,1,1,3,2,3,4
柴,しば,シバ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,3,3,1,1,1,2,2,1,1,3,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,3
厚木,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
美里,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
頂,いただき,イタダキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,4,4,2,2,1,2,3,2,1,2,2,3,2,3,2,2,2,2,3,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,3,2,2
髪型,かみがた,カミガタ,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,1,2,2,3,1,2,3,4,2,2,3,3,3,3,3,1,3,3,2,3,3,2,3,4,3,4,3,3,1,3,3,3,3,4
素人,しろうと,シロウト,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,4,4,3,3,4,4,3,4,4,3,4,3,4,4,4,3,3,3,3,4,3,1,3,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,3,4,5,4,4,4,4,4,4,4,3,1,3,4,4,4,3
特有,とくゆう,トクユウ,3,2,2,2,3,4,3,3,3,3,3,2,2,3,2,3,2,4,3,3,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,3,1,3,2,3,1,2,3,3,2,4,4,3,3,4,2,1,4,4,3,4,4,3,3,3,3,3,4,2,3,3,3,3,3,3
グレイ,グレイ,グレイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,2,3,4,1,1,2,1,1,1,4,5,1,1,4,4,2,1,4,3,2,2,1,1,2,2,1,1,2,2,1,3,1,3,2,1,2,2,2,2,2,2,2,1,1,4,1,3,3,1,2,2
食物,しょくもつ,ショクモツ,3,2,1,4,3,4,3,3,3,2,2,2,3,2,3,3,1,4,3,3,4,1,2,3,2,3,2,1,4,2,2,1,2,3,3,3,1,1,3,1,2,1,1,2,2,1,3,2,2,1,2,1,1,3,2,3,3,3,2,3,3,4,3,2,3,1,3,3,2,2,3
浪,なみ,ナミ,3,3,3,3,3,4,3,3,3,3,3,2,2,3,3,2,2,4,1,1,1,2,2,2,2,3,1,3,2,2,2,4,4,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,2,1,1,4,3,2,2,3,2,2,2,2,2,4,2,1,3,1,2,2,2,2,2
活,かつ,カツ,3,2,3,2,3,4,3,3,3,3,2,3,2,3,2,2,3,4,1,2,4,2,2,2,2,2,1,1,3,3,2,3,2,2,3,3,2,5,2,2,2,3,2,2,3,2,2,2,2,2,2,2,5,3,3,2,5,3,2,3,3,3,4,2,3,2,3,4,2,3,3
本山,ほんざん,ホンザン,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,3,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,2,1,1,1
年末,ねんまつ,ネンマツ,3,4,4,3,5,4,4,3,4,4,4,4,4,4,4,3,2,3,3,4,4,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,2,2,1,3,2,3,2,3,2,2,2,2,3,1,3,2,4,3,3,4,3,3,3,4,2,2,1,2,3,2,3,4
大国,たいこく,タイコク,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,3,2,2,2,3,3,2,2,2,2,3,3,2,3,3,3,2,1,2,2,3,1,1,2,2,2,1,2,2,2,2,3,2,3,2,3,2,1,3,2,3,3,3,2,3,3,3,2,4,2,1,3,3,2,2,3
コル,コル,コル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1
茜,あかね,アカネ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,3,2,4,3,2,2,4,2,3,2,2,2,3,1,3,3,2,4,2,3,2,2,1,2,2,2,3,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,1,2,2,3,1,3,3,2,1,2
バスク,バスク,バスク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
トレイン,トレイン,トレイン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2
パール,パール,パール,3,3,3,2,3,4,3,3,3,2,4,2,2,3,2,3,2,1,2,3,3,1,3,3,1,2,1,1,2,2,2,1,2,3,3,2,1,4,2,1,2,1,1,1,2,2,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,1,2,3,2,2,3
削る,けずる,ケズル,3,4,4,4,4,5,4,4,4,4,4,4,3,4,4,1,4,1,4,3,3,3,3,3,3,3,4,3,4,4,4,3,4,1,1,2,3,1,3,3,4,1,3,4,3,3,4,4,3,4,4,3,2,4,3,4,5,4,4,4,4,5,3,4,3,2,3,2,4,4,4
大竹,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1
静止,せいし,セイシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,3,2,3,2,2,1,3,4,2,3,3,3,3,3,3,3,3,2,1,3,2,3,2,2
射殺,しゃさつ,シャサツ,3,2,2,2,3,4,3,3,3,2,3,3,2,2,2,3,3,2,1,2,2,3,3,3,3,3,2,1,3,2,2,1,2,3,3,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,3,3,2,3,2,1,1
やさしい,やさしい,ヤサシイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,5,4,5,5,2,3,5,4,5,5,4,3,3,3,3,1,1,3,4,1,5,3,3,5,3,3,4,3,3,3,4,3,2,3,4,4,3,5,4,4,4,5,4,4,5,5,2,4,4,3,5,3,3
ぃ,ぃ,ィ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,4,3,1,1,5
加算,かさん,カサン,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,2,1,1,3,3,3,2,2,2,2,2,2,1,2,2,2,1,1,1,3,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,3,4,2,3,4,3,3,3,3,3,2,2,1,1,2,2,2,2
土井,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1
激怒,げきど,ゲキド,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,2,3,1,2,2,2,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,1,3,2,2,1,3,2,2,2,3,3,2,2,3,2,1,2,3,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,2
諱,いみな,イミナ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
控える,ひかえる,ヒカエル,3,3,3,3,3,4,3,3,4,3,2,3,3,2,3,2,3,1,4,4,4,4,3,4,4,3,3,3,4,3,3,3,4,1,1,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,4,4,2,4,3,4
家畜,かちく,カチク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,2,3,2,2,3,2,2,2,2,3,2,3,2,2,3,1,3,2,3,3,3,3,3,3,3,2,3,3,1,3,3,2,2,2
故に,ゆえに,ユエニ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,1,1,3,1,1,1,1,1,1,4,1,1,2,3,2,4,3,3,1,2,3,3,2,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1
政界,せいかい,セイカイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,3,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,3,2,2,2,2,1,2,1,2,2,1,2,2
惹く,ひく,ヒク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,1,3,1,2,1,2,2,3,3,1,1,2,3,1,3,1,4,4,4,2,2,4,2,2,4,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3
給,きゅう,キュウ,3,3,4,2,3,4,3,4,4,4,3,2,2,4,2,2,2,4,1,3,1,2,4,2,2,4,1,1,3,2,2,2,3,3,3,3,2,2,4,2,2,3,1,2,2,2,2,1,2,2,1,2,4,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2
差異,さい,サイ,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,3,4,3,3,3,3,1,4,3,1,2,1,1,2,2,2,3,2,2,2,3,2,3,2,3,1,1,1,2,2,1,3,2,2,2,2,3,4,4,4,2,4,3,3,3,4,3,3,2,4,4,2,2,3,2,2
先住民,せんじゅうみん,センジュウミン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2
栄える,さかえる,サカエル,3,2,2,2,3,4,3,3,3,3,2,3,2,2,2,1,2,1,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,3,2,2,1,2,2,2,2,3,2,3,2,2,2,1,3,2,3,3,3,3,3,3,3,2,3,2,3,2,1,2,2,2
必須,ひっす,ヒッス,3,2,2,3,3,4,3,3,4,3,2,2,3,2,3,3,2,2,3,3,4,2,3,3,3,2,2,3,2,2,2,3,3,2,2,4,3,1,1,2,3,1,2,3,3,1,3,3,3,3,3,3,1,3,4,3,3,3,3,3,3,3,4,3,3,4,2,4,3,3,3
黒木,くろき,クロキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,3,2,1,1,2,1,1,2,2,2,4,4,1,1,2,5,2,2,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,2
投下,とうか,トウカ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,2,2,2,2,2,2,3,1,2,3,3,1,2,3,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2
ニュージャージー,ニュージャージー,ニュージャージー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1
ドキュメント,ドキュメント,ドキュメント,3,3,1,3,4,4,3,3,3,2,3,2,4,3,2,2,1,1,2,3,3,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,4,2,3,3,3,3,3,3,3,1,1,1,1,3,1,3,3
センサー,センサー,センサー,3,3,4,2,4,4,3,5,4,2,2,4,3,3,4,3,3,1,2,3,3,2,3,4,1,2,1,1,2,2,3,2,2,4,4,3,3,2,2,3,3,1,2,2,2,2,2,2,3,2,2,3,4,3,4,3,3,3,3,3,3,3,3,2,3,4,2,3,2,4,4
お金,おかね,オカネ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,5,5,1,1,4,1,1,1,1,1,1,4,1,1,5,5,2,4,4,4,4,5,5,5,5,5,4,5,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,1,5,5
萌える,もえる,モエル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,3,3,1,1,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,4,2,2,1,2,2,3,4,3
壊す,こわす,コワス,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1,4,1,4,3,4,4,4,4,4,3,5,4,3,5,5,4,4,1,1,2,5,1,3,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4
これから,これから,コレカラ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,5,2,5,5,4,4,4,4,4,4,4,4,4,4,3,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,1
占い,うらない,ウラナイ,3,2,2,3,3,4,3,3,3,3,2,2,3,2,2,2,4,1,3,3,4,1,3,3,3,3,4,4,3,4,4,4,3,2,2,3,2,2,1,3,3,1,3,3,3,3,3,2,4,2,3,4,2,3,2,4,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3
レス,レス,レス,3,3,3,2,4,4,3,3,3,3,3,2,3,3,3,3,2,1,1,3,3,3,3,3,1,2,1,1,2,3,3,3,4,2,3,4,1,2,3,3,2,1,2,2,3,2,2,2,2,2,1,3,3,1,2,1,1,1,1,1,1,1,3,3,3,1,2,4,2,3,2
室蘭,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
仮説,かせつ,カセツ,3,2,1,2,4,4,3,3,3,2,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,3,3,3,1,1,3,2,3,1,2,3,2,2,4,3,3,2,3,3,1,5,5,2,4,4,3,4,4,4,2,3,3,1,3,3,3,3,3
始発,しはつ,シハツ,3,3,3,4,3,4,3,3,3,2,4,3,2,3,3,3,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2
ロッテマリーンズ,ろってまりーんず,ロッテマリーンズ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ナルト,ナルト,ナルト,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,5,1,1,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2
打順,だじゅん,ダジュン,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
