word,hiragana,katakana,RSPEER_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
シャッター,シャッター,シャッター,2,3,3,3,3,4,3,3,4,3,4,3,3,4,3,2,4,1,3,3,3,4,4,2,1,3,1,1,3,2,2,4,3,3,3,3,3,1,3,2,1,2,2,2,3,2,2,2,2,2,3,4,2,2,3,2,2,2,2,2,2,3,2,4,1,3,3,3,4,3
ジャンク,ジャンク,ジャンク,2,3,3,2,3,4,3,3,3,3,3,2,2,2,3,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,2,2
ジョンソン,ジョンソン,ジョンソン,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,3,1,1,1,2,2,1,3,1,1,1,1,1,2,1,1,1,1,3,3,2,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,3,1,1,1,3,3,2
スキャン,スキャン,スキャン,2,2,2,3,3,4,3,3,3,2,2,3,3,3,2,2,2,1,1,2,3,2,3,3,1,1,1,1,2,1,1,2,2,4,4,3,2,1,1,2,1,2,2,3,2,1,1,2,1,1,2,3,3,3,2,3,3,2,3,3,3,3,2,3,4,2,2,2,3,3
ステッカー,ステッカー,ステッカー,2,2,2,2,4,4,3,3,3,2,3,2,3,3,2,2,1,1,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,2,4,3
スロー,スロー,スロー,2,3,3,2,3,4,3,3,3,2,3,3,2,3,2,3,2,1,2,3,3,2,3,3,1,2,1,1,2,3,3,2,2,3,2,3,1,2,1,2,1,2,2,2,2,1,1,2,2,1,3,3,2,3,2,2,2,3,2,2,2,3,3,3,4,2,3,3,3,3
ダル,だる,ダル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,2,3,3,1,2,1,1,2,2,2,2,2,1,2,2,1,3,3,2,1,2,2,2,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,2,2,2,2
テレビ朝日,テレビあさひ,テレビアサヒ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1
ニュージーランド,ニュージーランド,ニュージーランド,2,4,4,3,3,4,3,3,3,4,4,4,2,4,4,4,1,1,3,3,3,1,2,1,1,1,1,1,2,1,1,1,1,2,2,3,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,4,3,3,3,3,3,5,3,1,2,3,1,1,3,3,3
ネル,ネル,ネル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,3,2,1,3,1,1,2,1,1,1,1,3,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,2,2,1
バーン,バーン,バーン,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,3,1,1,1,2,2,3,3,1,3,1,1,2,3,3,3,1,3,3,2,1,3,3,2,1,2,1,1,1,1,1,2,1,1,3,4,2,3,2,2,2,2,2,2,2,2,4,3,1,3,2,3,3,3
ブレ,ブレ,ブレ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,3,2,1,2,2,1,1,1,2,4,2,2,3,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,3,2
プラチナ,プラチナ,プラチナ,2,3,2,4,3,4,3,3,3,3,2,3,2,3,2,2,3,1,2,2,3,2,2,2,1,2,1,1,2,4,4,1,2,2,2,2,1,3,1,2,1,1,1,1,1,1,1,2,1,1,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2
ヘル,ヘル,ヘル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,2,1,2,2,1,2,2,2,1,2,2,2,2,1,3,1,3,3,1,1,1,1,2,1,2,1,1,3,3,1,1,2,1,1,1,1,1,1,2,3,3,1,2,2,3,1,1
ミッキー,ミッキー,ミッキー,2,3,4,4,3,4,3,3,3,3,4,3,2,3,3,2,2,1,2,3,2,3,3,1,1,2,1,1,2,1,1,2,1,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,2,3,3,3,3,1,3,1,1,1,2,2,3
メモリー,メモリー,メモリー,2,2,2,3,3,4,3,3,3,2,3,3,2,3,2,2,2,1,2,4,4,2,2,2,1,1,1,1,2,2,2,2,2,3,3,3,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,3,4,4,3,4,3,3,4,4,4,4,2,2,4,2,3,3,3,3
モス,モス,モス,2,2,2,2,3,4,3,3,4,2,3,2,2,2,2,3,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,3,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,4,2,2,2,2,2,1,2,1,2,1,2,3,2
モチベーション,モチベーション,モチベーション,2,4,3,4,4,4,3,4,3,3,4,2,4,4,3,1,2,1,2,2,4,2,2,2,1,1,1,1,1,2,2,2,2,1,1,3,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,4,3,4,2,3,3,2,3,3,3,3,2,2,1,2,2,1,3,3
ユキ,ユキ,ユキ,2,4,5,4,3,4,3,3,4,2,2,5,2,4,5,2,4,1,2,3,1,1,3,1,1,2,4,5,1,2,2,4,4,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,1,1,3,1,4,1,3,1,1
ラベル,ラベル,ラベル,2,3,3,4,4,4,3,4,3,3,3,3,4,3,3,2,2,1,3,3,3,2,2,2,1,2,1,1,2,1,1,1,2,3,3,3,1,2,2,1,1,2,2,2,1,3,2,2,2,2,2,4,4,4,3,4,4,3,4,4,4,4,2,2,1,2,2,2,3,3
ロッテ,ロッテ,ロッテ,2,4,4,2,3,4,3,3,3,4,4,2,2,4,3,3,1,1,2,3,1,3,2,1,1,2,1,1,1,1,1,3,1,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,2,2,2,2,2,2,2,3,1,2,1,3,1,3,1,2
ワゴン,ワゴン,ワゴン,2,2,1,3,3,4,3,3,3,2,3,2,3,2,2,3,3,1,2,3,2,1,3,3,1,2,1,1,3,3,3,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,4,2,1,2,2,2,2,4,2,2,3,2,3,1,3,2,3,2,2
三昧,さんまい,サンマイ,2,2,3,2,3,4,3,3,4,2,3,3,2,3,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1
下野,しもつけ,シモツケ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1
不調,ふちょう,フチョウ,2,2,2,2,3,4,3,3,3,3,3,2,2,2,3,3,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,4,2,3,2,2,2
不適切,ふてきせつ,フテキセツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3
主観,しゅかん,シュカン,2,3,3,2,3,5,3,4,3,4,2,2,2,3,3,2,1,3,2,3,2,1,1,2,2,2,1,2,3,1,1,2,2,2,2,3,2,1,2,1,1,2,2,2,1,3,2,2,2,3,2,1,4,5,2,4,4,4,4,4,4,3,2,1,1,3,3,2,3,2
乾い,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
云々,うんぬん,ウンヌン,2,3,3,4,3,4,3,4,4,3,3,3,4,4,2,1,2,1,3,3,3,1,1,1,1,3,2,3,3,2,2,3,3,2,2,3,1,1,3,2,1,2,2,2,2,3,3,1,3,3,2,3,3,4,3,3,3,3,3,3,4,3,3,1,1,3,3,1,2,3
交,こう,コウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,2,5,1,2,5,5,5,5,2,5,5,5,2,5,5,5,2,3,4,2,2,5,5,5,3,2,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,3,5,2,5,3,2,5
他国,たこく,タコク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,2,2,2,2,3,3,1,3,3,3,1,2,2,2,3,2,1,2,2,1,2,2,2,2,3,3,3,2,3,2,1,2,2,3,2,2,2,2,2,2,2,4,2,1,3,3,3,2,2
使い勝手,つかいがって,ツカイガッテ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
便器,べんき,ベンキ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,1,2,2,2,4,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2
促す,うながす,ウナガス,2,2,2,3,3,4,3,3,3,2,2,3,2,2,3,3,2,1,4,4,4,2,3,3,3,4,2,2,4,2,2,2,4,1,1,3,4,1,4,2,3,2,3,2,2,4,4,3,4,4,2,3,4,4,3,3,3,3,3,3,3,3,4,3,1,4,4,3,4,3
円盤,えんばん,エンバン,2,2,2,3,3,4,3,3,3,2,3,2,3,2,2,3,3,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,2
動脈,どうみゃく,ドウミャク,2,3,3,3,3,4,3,3,3,3,3,2,3,3,2,3,2,2,2,4,3,3,3,3,3,2,2,1,3,2,2,1,1,4,3,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,3,2,3,3,3,3,3,3,3,3,2,3,1,2,2,3,1,2
即座,そくざ,ソクザ,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,3,1,4,3,3,3,1,1,2,2,3,3,2,4,3,3,2,1,3,3,3,3,1,1,1,1,1,2,1,1,2,3,2,2,4,3,1,3,3,3,3,3,3,3,3,3,2,4,1,3,4,4,2,1,2
原型,げんけい,ゲンケイ,2,2,2,3,3,4,3,3,3,3,2,2,2,2,2,3,1,2,3,3,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,3,2,2,2,3,2,1,3,4,3,3,3,2,3,3,3,2,2,1,4,2,2,3,3,2
合衆国,がっしゅうこく,ガッシュウコク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2
吉本,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,3,3,2
同年,どうねん,ドウネン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,4,4,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,3,1,5,2,1,3,1,1,2,1,3,1,1,1,1,1,1,2,2,3,2,4,2,2,2,2,3,2,1,3,2,1,5,2,2
同性,どうせい,ドウセイ,2,3,3,2,3,4,3,3,3,3,2,2,2,2,3,3,1,2,2,3,3,1,2,3,3,2,1,2,3,1,1,2,3,3,3,2,3,1,2,1,3,2,2,2,1,2,3,1,3,2,2,1,2,3,3,2,2,2,2,2,2,3,3,2,1,3,3,2,1,2
同然,どうぜん,ドウゼン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,3,2,3,4,4,4,3,3,3,4,3,3,3,3,4,4,2,3,1,3,3,4,4,4,3,4,3,4,4,4,3,3,1,2,2,3,2,2,2,2,2,2,2,3,4,3,3,3,2,2,2
吸わ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
呪わ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
味噌汁,みそしる,ミソシル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,2,1,1,1,2,1,1,1,1,1,1,3,1,1,2,3,1,2,2,1,3,2,2,2,2,2,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
唐突,とうとつ,トウトツ,2,2,2,3,3,4,4,4,3,2,3,2,2,2,2,1,2,3,3,3,2,2,2,2,2,3,2,3,4,2,2,3,4,2,2,2,3,1,3,2,1,2,3,3,2,3,4,3,4,4,3,2,2,2,2,2,2,2,4,2,2,2,4,2,1,4,4,1,3,2
噛み,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
図書,としょ,トショ,2,4,4,4,4,5,3,5,5,4,4,4,4,4,4,5,1,2,2,4,3,1,1,4,4,3,3,4,4,3,3,4,4,4,4,3,3,2,2,1,1,1,2,3,1,2,1,1,1,1,2,1,5,4,4,5,4,4,4,4,4,4,3,1,1,4,4,4,2,3
圧倒,あっとう,アットウ,2,3,3,3,4,4,3,3,3,3,4,2,4,3,3,4,2,3,1,4,3,2,3,4,4,3,4,4,4,4,4,4,3,3,3,3,2,1,3,3,3,2,3,3,2,4,4,3,3,3,3,1,4,4,4,4,4,4,3,3,4,4,4,3,1,4,4,3,2,2
増税,ぞうぜい,ゾウゼイ,2,2,1,2,4,4,3,4,3,2,2,2,2,2,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,4
壊さ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
売り切れ,うりきれ,ウリキレ,2,2,2,2,3,4,3,3,3,3,2,2,2,3,2,1,2,1,1,2,3,1,2,2,2,1,2,3,1,2,2,3,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,2,3
外務省,がいむしょう,ガイムショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,3,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3
寂し,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
寄与,きよ,キヨ,2,2,2,3,3,4,3,3,3,3,2,2,3,2,2,3,1,2,2,4,3,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,4,4,2,4,4,3,4,4,4,3,2,1,3,1,2,3,2,2
専属,せんぞく,センゾク,2,2,2,2,3,4,3,3,3,2,2,3,3,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,3,2,2
延,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,2,1
戦わ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
打て,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
拭い,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
持ち上げ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
捕まる,つかまる,ツカマル,2,4,4,2,3,4,4,3,4,4,4,3,2,4,4,1,4,1,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,1,1,1,4,1,2,4,5,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,3,3,4,3,3,4,4,1,4,4,2,4,3
換算,かんさん,カンサン,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,2,1,3,3,1,1,2,2,2,1,1,2,1,1,2,1,1,1,3,2,1,1,1,1,2,2,1,1,3,2,1,1,2,1,1,3,3,2,3,3,2,3,3,3,3,2,1,1,2,2,3,3,2
整っ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
断る,ことわる,コトワル,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,1,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,1,1,2,4,1,4,4,5,5,5,4,5,4,5,4,5,4,4,3,4,4,4,4,4,3,3,3,4,4,5,5,5,4,5,3,4,4
日本テレビ,にほんテレビ,ニホンテレビ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1
明白,めいはく,メイハク,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,2,4,3,3,3,2,3,3,3,3,2,1,3,2,2,1,3,4,3,3,2,1,3,3,1,3,3,2,2,3,3,3,3,4,3,1,2,3,2,2,2,3,2,2,2,2,3,3,1,3,3,2,2,2
暴力団,ぼうりょくだん,ボウリョクダン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2
最多,さいた,サイタ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,4,2,2
朱,しゅ,シュ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,2,2,1,2,3,2,2,4,1,2,3,2,2,2,4,1,1,2,2,2,3,2,1,2,2,2,2,2,2,1,3,2,3,2,1,1,1,1,1,1,1,1,1,2,3,4,1,3,3,3,2,3
椿,つばき,ツバキ,2,3,1,4,3,4,3,3,3,2,4,2,2,2,3,2,4,3,2,2,2,3,3,2,2,3,4,5,2,4,4,5,1,1,1,2,2,2,3,2,3,2,2,2,2,1,1,1,1,1,4,2,3,2,3,3,3,2,3,3,3,2,2,3,1,3,2,3,1,3
模倣,もほう,モホウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,1,1,2,2,1,2,2,2,1,3,2,2,2,2,2,1,2,3,2,2,2,3,2,2,2,2,3,2,4,2,2,2,2,2
歌舞伎,かぶき,カブキ,2,2,3,3,3,4,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,1,2,2,2,3,1,3,3,3,1,1,1,1,2,1,3,2,1,1,2,1,1,2,2,1,1,1,1,3,1,3,2,3,3,3,2,3,3,3,2,1,1,1,2,1,3,2,3
死人,しにん,シニン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,2,3,3,3,3,4,2,3,4,4,2,3,4,4,2,2,1,3,3,3,3,3,3,3,2,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,1,2,2
水槽,すいそう,スイソウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,2,3,3,2,2,3,3,2,2,3,2,2,2,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,3
混ん,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
無印,むじるし,ムジルシ,2,3,3,2,4,4,3,3,3,3,3,2,3,3,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,1,2,3,3
無数,むすう,ムスウ,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,3,4,3,3,3,2,3,3,3,4,3,2,4,3,3,2,4,3,3,3,4,1,4,3,1,2,3,3,2,4,4,4,4,4,3,1,3,3,3,2,4,2,2,2,2,2,4,3,4,4,4,2,2,2
無知,むち,ムチ,2,2,1,3,3,4,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,1,3,2,1,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,3,2
燃やし,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
王者,おうじゃ,オウジャ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,3,3,2,2,2,2,3,4,4,2,3,2,2,3,3,2,2,2,2,2,1,2,2,3,1,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,3,2,3,4,2,2,4,3,2
理屈,りくつ,リクツ,2,3,3,3,3,4,3,3,3,3,3,2,4,3,3,1,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,1,4,3,1,4,4,3,4,4,4,3,4,4,4,2,3,3,3,3,3,4,3,3,3,3,4,3,1,4,4,1,4,3
生誕,せいたん,セイタン,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,1
