word,hiragana,katakana,ANIME_JDRAMA_rank,CEJC_rank,ADNO,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
呼び戻す,よびもどす,ヨビモドス,2,2,1,1,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,1,2,3,1,3,3,2,3,2,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,3,2,2,1
定番,ていばん,テイバン,2,3,3,1,3,3,4,2,3,3,3,2,2,3,2,2,2,3,3,2,1,3,3,1,1,3,1,3,3,3,2,3,3,3,3,3,3,1,3,2,3,3,3,2,3,3,3,4,3,3,1,2,3,3,2,3,3
寝言,ねごと,ネゴト,2,1,1,3,1,1,1,2,2,2,2,2,3,3,2,3,3,3,3,2,1,1,3,1,2,3,1,3,3,3,3,1,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,3,1,1,1
寧,むしろ,ムシロ,2,1,3,4,1,1,1,3,3,4,1,3,1,1,2,4,4,2,5,4,4,2,1,4,3,4,5,4,5,5,4,5,5,4,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,3,4,4
巻き,まき,マキ,2,3,2,1,1,2,2,2,2,2,2,3,2,3,1,2,2,3,2,2,2,3,3,3,3,2,3,2,2,3,2,1,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,3,2,2,1,2,3,2,2,3,3
帰り道,かえりみち,カエリミチ,2,3,1,1,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,1,3,3,3,3,2,4,3,4,3,3,1,2,1,3,2,2,2,2,2,2,2,3,2,1,3,2,4,1,2,2
懐く,なつく,ナツク,2,3,1,1,2,2,2,1,2,2,2,2,3,3,2,3,3,3,3,1,1,1,3,1,1,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,2,1,3,2,2,1
投与,とうよ,トウヨ,2,1,3,1,2,4,3,3,3,3,3,1,2,1,2,2,2,1,2,3,3,3,3,1,1,2,1,3,2,2,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3
摩子,まこ,マコ,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
星雲,せいうん,セイウン,2,1,2,2,1,2,1,1,2,3,3,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1
春野,-,-,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
民衆,みんしゅう,ミンシュウ,2,1,3,4,4,4,2,2,3,3,3,3,2,2,3,2,3,2,2,3,3,3,2,1,3,2,1,2,2,2,2,4,2,3,2,3,4,1,3,4,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2
組合,くみあい,クミアイ,2,4,4,4,3,4,4,3,3,3,3,3,2,2,3,2,2,2,1,3,3,4,1,1,3,2,1,2,2,2,3,3,2,2,1,2,2,1,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,2,5,3,4
追及,ついきゅう,ツイキュウ,2,2,2,3,2,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,2,1,3,2,1,3,3,2,3,3,4,2,3,3,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,3,3,2,2,3
アカデミー,アカデミー,アカデミー,2,1,4,1,1,3,3,1,3,3,1,2,1,1,2,3,3,1,1,3,3,3,1,5,2,2,1,1,1,1,1,1,1,2,1,1,2,3,2,2,3,2,2,2,2,2,2,3,2,3,1,2,3,1,4,2,2
オシャレ,オシャレ,オシャレ,2,1,1,1,1,1,1,2,3,3,1,1,1,1,1,2,2,3,2,2,2,2,2,1,1,2,3,3,3,3,3,1,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,1,1,3,3
お尻,おしり,オシリ,2,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,3,1,3,4,3,3,2,3,2,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,3
ギャモン,ギャモン,ギャモン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
くっつける,くっつける,クッツケル,2,4,1,1,3,2,2,1,2,3,3,3,3,3,3,3,3,3,3,1,1,1,4,1,1,3,1,3,3,3,3,2,3,2,3,4,3,4,3,4,3,3,3,4,5,3,3,2,3,2,1,3,1,4,1,3,3
コイン,コイン,コイン,2,3,3,1,2,3,4,1,3,3,1,2,1,1,3,3,3,3,2,4,3,3,1,2,1,2,4,2,2,3,2,2,2,4,2,2,3,4,3,3,3,3,2,2,2,2,4,3,2,3,1,2,4,3,3,4,4
スプレー,スプレー,スプレー,2,3,2,1,2,3,3,2,3,3,1,2,1,1,2,2,2,2,2,3,3,2,2,1,2,2,3,2,2,2,2,1,2,2,2,1,2,3,3,2,3,3,3,2,3,3,3,3,2,3,1,2,3,2,2,3,3
チャーハン,チャーハン,チャーハン,2,4,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,3,3,1,1,2,2,1,1,2,1,3,2,2,2,2,1,1,2,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,1,1,2,3,1,3,3
チャレンジャー,チャレンジャー,チャレンジャー,2,3,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,3,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,3,2
デスク,デスク,デスク,2,3,2,1,3,3,3,3,3,3,1,4,1,1,4,1,1,2,2,3,3,3,1,2,3,2,1,3,2,2,3,2,3,2,2,1,3,4,3,2,3,3,2,2,2,2,2,3,2,3,1,4,3,2,3,3,3
ペンダント,ペンダント,ペンダント,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,3,2,3,2,4,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,3,2,1,2
マジシャン,マジシャン,マジシャン,2,1,1,1,1,1,2,2,2,3,1,1,1,1,1,2,2,3,1,3,3,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2
マット,マット,マット,2,4,3,1,3,3,3,3,4,4,1,2,1,1,3,1,1,2,2,4,4,3,1,4,3,2,1,2,2,2,2,2,2,2,2,1,2,4,2,1,2,2,2,3,2,2,2,4,2,4,1,2,3,2,3,4,4
やられる,やられる,ヤラレル,2,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,3,3,3,2,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
ロット,ロット,ロット,2,2,2,1,1,2,2,2,3,2,1,2,1,1,1,3,3,1,4,2,2,2,1,2,2,2,1,1,1,3,1,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,1,2,2,2
乗り物,のりもの,ノリモノ,2,3,2,1,3,3,3,2,3,3,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,3,1,2,2,3,2,3,2,3,2,2,2,1,3,2,4,3,3,4,3,3,3,3,3,2,3,2,2,3,2,3,3
伏見,ふしみ,フシミ,2,1,3,3,2,1,2,3,2,1,1,3,1,1,2,1,1,1,3,1,1,2,1,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,3,2,1
体中,からだじゅう,カラダジュウ,2,1,1,3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
喰う,くう,クウ,2,4,2,1,1,1,2,1,2,2,3,4,4,4,4,3,3,3,4,1,1,2,3,1,4,4,3,3,3,4,2,2,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,2,1,2,3,3,2,2,2,2,2
回数,かいすう,カイスウ,2,3,4,2,3,4,4,2,3,3,3,2,2,3,3,2,3,3,3,2,2,3,4,1,2,2,1,3,3,3,2,4,3,4,3,4,3,1,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4
彩香,-,-,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
思い当たる,おもいあたる,オモイアタル,2,2,1,1,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,1,1,2,2,1,2,2,1,3,3,2,3,2,3,3,3,4,2,1,2,1,2,2,2,2,2,2,2,2,3,2,1,3,2,4,1,2,2
新体操,しんたいそう,シンタイソウ,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
検視,けんし,ケンシ,2,1,1,2,1,1,1,3,3,3,3,2,1,1,2,1,1,1,1,3,3,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1
海王,-,-,2,1,2,1,1,1,1,1,2,2,2,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
討ち取る,うちとる,ウチトル,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,3,3,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
酔っぱらう,よっぱらう,ヨッパラウ,2,1,1,1,1,1,1,3,2,2,1,3,1,1,3,2,2,2,2,1,1,1,2,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2
アンケート,アンケート,アンケート,2,4,3,1,3,3,4,2,2,2,1,2,1,1,2,3,3,3,2,1,1,4,2,1,1,2,1,3,2,3,2,4,2,2,2,2,3,3,4,4,3,4,5,4,4,4,4,4,2,2,1,2,4,2,3,5,4
イタチ,イタチ,イタチ,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,4,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1
おなら,おなら,オナラ,2,4,1,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,3,1,2,2
おめでたい,おめでたい,オメデタイ,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,3,2,2,3,1,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1
サテライト,サテライト,サテライト,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,2
サンバ,サンバ,サンバ,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1
ジャスミン,ジャスミン,ジャスミン,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2
シャン,シャン,シャン,2,1,3,1,1,1,2,2,3,3,1,2,1,1,2,3,3,2,2,2,2,2,1,3,3,2,1,2,2,4,3,2,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,1,2,1,2
チリ,チリ,チリ,2,3,3,1,2,3,2,1,3,1,1,3,1,1,2,2,2,3,3,3,3,3,1,4,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,1,3,2,2,2,2,2,2,3,1,3,3,2,3,1,3,4,2
めでる,めでる,メデル,2,2,1,1,2,2,2,3,1,2,2,2,2,3,2,2,2,3,3,1,1,1,3,1,2,2,1,2,2,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,3,3,1,3,2,1,3,1,2,2
リハビリ,リハビリ,リハビリ,2,4,2,1,2,3,3,3,3,3,1,1,1,1,2,2,2,2,2,3,3,3,2,1,1,2,1,3,2,2,3,1,2,2,2,2,3,4,3,2,3,3,3,2,3,3,3,3,2,3,1,2,3,2,2,2,2
一度に,いちどに,イチドニ,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
今野,-,-,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,4
傲慢,ごうまん,ゴウマン,2,1,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,1,3,3,3,3,3,3,3,3,4,3,1,2,1,2,2,2,2,2,2,2,2,3,3,1,3,2,3,2,2,2
先行,せんこう,センコウ,2,3,4,2,2,4,4,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,2,1,2,3,1,2,3,3,2,3,3,3,3,3,3,1,5,5,2,4,4,3,4,4,4,4,3,2,4,3,4,3,4,3,3
切り抜ける,きりぬける,キリヌケル,2,2,1,1,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2,1,1,1,2,1,2,3,3,2,3,2,2,2,3,3,3,3,3,1,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,3,1,1,2
制限時間,せいげんじかん,セイゲンジカン,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
十字架,じゅうじか,ジュウジカ,2,1,1,3,3,1,2,2,3,1,1,3,1,1,1,1,1,1,2,1,1,3,2,1,3,2,1,2,2,2,2,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,3
双方,そうほう,ソウホウ,2,1,4,4,4,4,3,2,3,3,3,3,3,2,4,3,3,2,3,3,3,3,2,1,3,3,1,3,3,3,3,4,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3
口実,こうじつ,コウジツ,2,2,2,4,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,5,2,2,2,2,2,2,3,3,1,3,2,3,2,2,2
名瀬,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
回せる,-,-,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,2
小山田,-,-,2,1,2,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
岩田,-,-,2,1,2,1,2,1,1,3,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,3,2,1
左腕,さわん,サワン,2,1,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,2,4,1,3,3,1,2,3,2,2,2,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,2,4,2,4,3,2,3,2,2,2
本質,ほんしつ,ホンシツ,2,3,3,4,4,4,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,2,1,3,3,1,3,3,3,3,4,3,3,3,4,3,1,4,4,3,4,3,3,4,4,3,3,3,3,4,4,3,3,3,4,4
桐生,-,-,2,1,3,1,1,1,1,2,3,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,3,1,1
死にかける,しにかける,シニカケル,2,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,2,3,1,3,3,3,3,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1
演武,えんぶ,エンブ,2,1,1,1,1,1,1,1,2,2,2,1,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
潜水艦,せんすいかん,センスイカン,2,1,1,2,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3
白夜,びゃくや,ビャクヤ,2,1,1,1,1,1,1,1,2,2,2,1,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1
白紙,はくし,ハクシ,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,2
眩しい,まぶしい,マブシイ,2,3,1,1,3,3,2,3,3,3,3,3,3,4,3,2,2,4,4,1,1,2,3,1,4,3,4,2,3,3,2,2,4,3,4,4,3,4,2,2,3,2,2,4,2,2,2,3,4,3,1,3,2,4,1,2,3
苦痛,くつう,クツウ,2,3,2,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,4,4,3,4,1,4,3,1,3,3,3,3,4,4,3,4,4,3,1,3,2,4,3,3,2,3,3,3,3,4,3,4,4,3,4,2,3,3
闘志,とうし,トウシ,2,1,1,2,2,2,1,2,2,2,2,2,3,1,2,3,3,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,3,1,1,1
お医者様,おいしゃさま,オイシャサマ,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,2,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
お役目,おやくめ,オヤクメ,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,3,2,2,2,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
こうした,こうした,コウシタ,2,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,3,1,1,4,3,3,1,2,3,3,3,3,3,5,3,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,4,4,1
つきまとう,つきまとう,ツキマトウ,2,2,1,1,3,3,2,2,2,3,3,3,2,2,3,2,2,2,2,1,1,2,2,1,3,2,1,3,3,3,3,3,2,3,2,2,2,4,2,2,3,2,2,3,2,2,2,2,3,2,3,2,1,3,1,1,1
フィン,フィン,フィン,2,2,3,1,1,2,2,1,3,3,1,2,1,1,2,2,2,4,1,3,3,2,1,3,2,2,1,1,1,3,1,1,1,2,1,1,4,3,2,1,2,2,2,2,2,2,2,2,3,3,1,3,2,1,2,2,2
プロデュース,プロデュース,プロデュース,2,3,4,1,1,2,3,2,2,2,1,1,1,1,1,2,2,2,2,1,2,3,2,4,1,2,1,2,2,2,2,2,2,1,2,1,2,3,2,3,2,2,2,2,2,2,2,3,1,2,1,2,3,2,4,3,2
へこむ,へこむ,ヘコム,2,3,1,1,3,3,2,3,2,2,2,2,2,3,2,2,2,3,2,1,1,1,3,1,2,3,1,3,3,3,2,2,2,2,3,2,3,4,3,3,3,3,3,2,3,3,3,3,3,2,4,2,1,4,1,2,2
ミホ,ミホ,ミホ,2,3,1,1,1,3,1,1,1,1,1,1,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,2,1,1,1,1,1,1,1,1,1,1
ロミオ,ロミオ,ロミオ,2,1,1,1,1,1,1,2,3,1,1,2,3,4,2,3,3,4,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,2,2,2,3,2,2,2,2,1,3,4,1,2,1,2,1,1
不運,ふうん,フウン,2,2,2,3,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,1,4,2,1,3,3,2,2,3,3,3,2,2,3,1,2,2,3,2,2,2,2,2,2,2,3,3,4,3,2,2,2,2,2
主催,しゅさい,シュサイ,2,3,4,2,3,4,4,2,2,3,3,2,2,3,3,2,2,3,2,3,3,4,1,4,2,2,1,3,3,3,3,3,2,2,2,3,2,1,3,3,3,3,3,4,4,3,3,4,3,2,1,3,4,3,4,3,3
似顔絵,にがおえ,ニガオエ,2,1,1,2,2,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,3,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2
外傷,がいしょう,ガイショウ,2,1,2,1,2,2,2,3,3,3,3,2,2,1,2,2,2,1,2,3,3,2,1,1,2,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,1,1
大概,たいがい,タイガイ,2,3,1,4,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,1,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,4,3,3,4,3,3,3,2,3,3,1,2,2,3,1,1,2
成敗,せいばい,セイバイ,2,1,1,3,1,1,1,2,2,2,2,2,3,2,2,3,3,2,2,1,1,1,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1
月曜日,げつようび,ゲツヨウビ,2,1,1,2,3,1,3,3,3,1,1,3,1,1,1,1,1,1,2,1,1,3,2,4,3,2,1,3,3,3,3,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,4,3,4
波留,はる,ハル,2,4,3,1,4,3,3,3,4,4,4,4,3,4,4,3,3,2,4,1,1,3,1,2,1,2,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3,4,5,4,4,4,4,3,1,4,1,4,3,1,4,3,3
竜王,りゅうおう,リュウオウ,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,1
笠,かさ,カサ,2,1,2,4,2,1,1,1,2,2,1,3,1,1,3,2,2,3,2,2,2,2,2,1,3,2,1,2,2,2,2,2,1,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,3,2,1
職務,しょくむ,ショクム,2,2,3,3,4,4,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,1,3,3,2,3,3,3,3,2,3,2,1,3,3,3,3,2,2,2,2,2,4,3,3,1,3,3,3,3,3,3
若手,わかて,ワカテ,2,4,4,2,3,3,3,3,2,3,3,2,2,2,3,2,2,2,2,1,1,3,1,1,2,2,4,3,2,2,3,3,2,2,2,2,2,1,3,2,3,3,3,2,3,3,3,3,3,2,1,2,3,2,3,3,3
訪問,ほうもん,ホウモン,2,3,4,4,3,4,4,3,3,4,4,4,2,3,4,2,2,3,2,4,4,4,3,1,4,2,1,3,3,3,3,4,3,3,2,3,2,1,3,3,4,5,3,4,4,3,3,4,4,3,1,4,4,3,4,4,4
順子,シュンツ,シュンツ,2,1,2,1,2,1,1,3,2,1,1,3,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1
お人よし,おひとよし,オヒトヨシ,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
カゴ,カゴ,カゴ,2,1,1,1,1,1,1,2,2,3,1,2,1,1,1,2,2,3,3,2,2,2,1,1,2,2,3,2,2,2,2,2,2,3,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2
シート,シート,シート,2,4,4,1,3,4,4,3,3,4,1,4,1,1,4,2,2,3,3,4,4,4,1,2,3,2,4,3,3,3,2,3,3,2,3,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,1,4,4,4,4,4,4
