word,hiragana,katakana,YOUTUBE_FREQ_V3_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ
コンデンサー,コンデンサー,コンデンサー,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2
節分,せつぶん,セツブン,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2
めぐみ,めぐみ,メグミ,2,2,2,4,1,2,3,1,3,3,1,3,3,2,4,3,2,2,4,2,3,3,3,3,1,2,3,2,2,3,3,1,3,2,3,2
漬け込む,つけこむ,ツケコム,2,1,1,1,1,1,2,1,1,1,3,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,3,2,2,2,1,1,1,1,1,2
クラップ,クラップ,クラップ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
たちまち,たちまち,タチマチ,2,1,2,2,1,3,2,2,2,2,5,2,4,3,2,5,3,3,2,3,2,2,3,1,4,2,4,2,2,3,2,1,4,3,2,2
スパゲティ,スパゲティ,スパゲティ,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3
さーて,さーて,サーテ,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
パロ,パロ,パロ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
椎茸,しいたけ,シイタケ,2,3,1,1,2,2,2,2,1,2,1,2,1,2,3,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2
ロッテリア,ロッテリア,ロッテリア,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
とうもろこし,とうもろこし,トウモロコシ,2,3,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2
ピンポ,ぴんぽ,ピンポ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ウラン,ウラン,ウラン,2,2,3,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,3,3,1,2,1,2,1,2,2
宛先,あてさき,アテサキ,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
社会科,しゃかいか,シャカイカ,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3
セリング,せりんぐ,セリング,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
内田,-,-,2,1,3,2,1,1,2,3,2,1,1,1,3,1,1,2,1,1,1,1,1,1,2,3,3,1,1,2,2,1,2,1,2,1,3,3
信濃,しなの,シナノ,2,1,3,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,1,1,1,3,1,3,1
減免,げんめん,ゲンメン,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
仗,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
千鶴子,-,-,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
暴力的,ぼうりょくてき,ボウリョクテキ,2,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,2
メイクアップ,メイクアップ,メイクアップ,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
気持,きもち,キモチ,2,1,1,4,5,1,2,4,2,2,1,1,5,1,1,1,4,4,2,3,3,3,5,1,5,2,4,1,4,1,2,4,4,1,1,2
ほどよい,ほどよい,ホドヨイ,2,2,1,1,1,2,2,1,1,2,4,2,1,2,2,3,2,2,2,2,1,1,2,1,2,2,4,1,2,3,1,3,2,3,1,1
あずき,あずき,アズキ,2,3,1,2,3,2,2,2,2,2,1,2,2,3,2,2,3,3,2,3,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2
マラケシュ,マラケシュ,マラケシュ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
さらけ出す,さらけだす,サラケダス,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,3,1,1,4,1,2,2,2,1,1,1,2,1,2,1,1,2
ぷるん,ぷるん,プルン,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,3,1,1
ツン,つん,ツン,2,1,1,3,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2
そうこう,そうこう,ソウコウ,2,2,4,2,2,2,2,2,2,2,4,2,2,2,3,3,2,2,3,3,3,3,3,1,3,3,4,2,2,3,2,4,2,3,4,2
瞭然,りょうぜん,リョウゼン,2,1,1,1,2,1,2,1,1,2,3,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1
密か,ひそか,ヒソカ,2,2,3,2,1,3,3,3,2,2,5,3,3,3,3,4,2,2,2,3,3,3,3,1,4,3,4,4,4,3,2,1,3,3,3,2
あしらう,あしらう,アシラウ,2,2,1,2,1,2,2,2,2,2,4,2,3,2,2,3,2,2,2,2,1,1,3,1,3,2,4,2,3,3,2,1,3,3,2,2
触り心地,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
だに,だに,ダニ,2,1,1,3,1,2,2,3,2,2,4,2,3,3,2,3,3,3,3,2,1,1,1,1,3,2,4,4,4,2,2,1,3,1,2,2
吹きかける,ふきかける,フキカケル,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,3,1,1,4,1,2,1,2,1,1,1,2,1,2,1,1,2
いやらしい,いやらしい,イヤラシイ,2,3,1,3,1,2,2,3,3,3,4,3,3,3,3,3,3,3,3,4,1,1,5,1,3,2,5,1,2,3,2,1,3,4,1,2
台無し,だいなし,ダイナシ,2,1,1,3,1,2,3,3,3,3,1,4,2,3,3,3,3,3,3,3,4,4,3,1,1,2,2,1,1,3,3,3,3,4,1,2
情熱的,-,-,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,4,1,1,1,1
用紙,ようし,ヨウシ,2,3,1,2,2,2,3,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,3,1,2,2,4,3,3,2,2,1,2,2,2,2
ブサイク,ブサイク,ブサイク,2,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,3,1,1,1,3,1,1,1,1,3
体現,たいげん,タイゲン,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,3,1,1,2,1,1,2,1,1,1,3,2,3,2,3,1,2
オセロ,オセロ,オセロ,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,2
レッテル,レッテル,レッテル,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,3,1,1,2,1,1,2,2,1,2
有能,ゆうのう,ユウノウ,2,2,2,2,2,2,2,2,3,3,1,3,3,2,2,3,2,2,2,2,3,3,2,1,3,2,1,2,2,3,3,3,3,3,2,2
挑発,ちょうはつ,チョウハツ,2,1,2,3,2,2,2,3,3,3,1,3,3,3,2,3,3,4,2,3,3,3,4,1,2,3,1,1,1,4,3,5,3,4,2,2
垢,く,ク,2,2,2,2,4,1,2,1,3,2,1,1,2,2,1,3,2,2,1,2,2,2,4,1,2,2,3,3,3,2,3,1,2,2,2,2
なみ,なみ,ナミ,2,4,2,3,5,4,4,3,2,2,4,4,3,4,4,4,2,2,3,4,2,2,4,2,4,2,3,4,4,4,2,1,3,4,3,2
しあわせ,しあわせ,シアワセ,2,4,2,2,1,4,5,5,5,2,1,5,3,4,5,4,4,5,2,2,2,2,4,2,4,2,4,2,2,4,5,4,2,5,2,4
実話,じつわ,ジツワ,2,1,2,1,2,1,2,1,2,3,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,3
頬骨,ほおぼね,ホオボネ,2,2,1,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1
見覚え,みおぼえ,ミオボエ,2,2,1,3,1,2,2,3,3,3,1,3,3,3,3,4,3,3,3,3,4,3,3,1,3,2,1,1,1,4,3,3,3,4,1,1
男気,おとこぎ,オトコギ,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1
誤魔化す,ごまかす,ゴマカス,2,3,1,4,1,2,3,2,3,3,4,3,2,3,4,4,3,3,2,4,1,1,4,1,2,4,5,3,3,4,3,3,3,4,1,2
腕時計,うでどけい,ウデドケイ,2,1,1,3,3,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,3,2,1,1,2,1,2,1,1,1,2,3
早まる,はやまる,ハヤマル,2,2,1,3,1,1,2,2,3,3,4,3,2,3,2,2,3,3,3,3,1,1,3,1,2,3,2,1,1,3,3,1,2,3,1,1
抵触,ていしょく,テイショク,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1
ベロ,ベロ,ベロ,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2
タバスコ,タバスコ,タバスコ,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
ブート,ブート,ブート,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2
一人目,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
えげつない,えげつない,エゲツナイ,2,3,1,2,1,1,1,2,1,2,3,2,1,2,2,2,2,2,2,2,1,1,3,1,1,2,4,1,1,3,1,1,1,2,1,3
社団,しゃだん,シャダン,2,2,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
発現,はつげん,ハツゲン,2,2,3,2,2,2,2,1,1,1,1,1,2,3,1,2,3,3,1,3,2,1,2,1,2,2,1,2,2,3,1,1,2,3,2,2
晩御飯,ばんごはん,バンゴハン,2,3,1,1,1,2,2,1,1,1,1,2,1,2,3,1,1,1,2,2,1,1,3,1,1,1,1,1,1,3,1,1,1,4,1,2
天丼,てんどん,テンドン,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
ファミチキ,ふぁみちき,ファミチキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
今月末,こんげつまつ,コンゲツマツ,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
社債,しゃさい,シャサイ,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
株高,かぶだか,カブダカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
減収,げんしゅう,ゲンシュウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ひいては,ひいては,ヒイテハ,2,1,2,2,1,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,4,1,1,2,1,2,2,2,2,2
神田,-,-,2,1,3,3,4,1,2,3,2,1,1,1,3,1,1,3,2,2,4,1,1,2,2,3,3,1,1,3,3,1,2,1,3,1,4,1
史跡,しせき,シセキ,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,3,1,1,1,1,1,3,3
ベイ,ベイ,ベイ,2,3,4,3,1,2,2,1,4,4,1,1,2,1,1,2,2,2,2,3,4,4,1,4,1,2,2,2,2,2,4,1,2,1,3,2
らく,らく,ラク,2,5,2,3,5,4,4,4,3,3,4,4,2,4,4,5,2,2,2,2,4,4,5,2,4,2,3,5,4,4,3,5,2,4,2,2
穂,ほ,ホ,2,2,3,3,4,2,2,5,3,3,4,4,3,4,4,3,4,4,4,4,3,3,1,2,4,2,1,4,4,3,3,4,3,4,3,2
八百津,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
却下,きゃっか,キャッカ,2,3,3,3,1,2,2,3,3,3,1,3,2,3,3,2,3,3,3,3,3,3,3,1,2,3,1,2,1,3,3,4,2,3,2,2
伝言,つてこと,ツテコト,2,3,2,3,2,2,2,3,4,4,1,4,3,3,3,3,3,3,3,3,4,4,2,1,3,3,1,2,2,3,4,3,3,3,2,2
背ける,そむける,ソムケル,2,2,1,2,1,2,2,1,2,2,4,2,2,2,3,4,2,2,3,3,1,1,3,1,1,1,3,1,1,3,2,3,3,4,1,2
金属製,きんぞくせい,キンゾクセイ,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,4,1,1,1,1,1,1,3
山中,さんちゅう,サンチュウ,2,1,3,3,4,2,2,3,2,2,1,2,3,2,2,3,2,2,3,2,2,1,2,2,3,2,1,4,4,2,2,3,3,2,3,2
ちひろ,ちひろ,チヒロ,2,1,1,2,1,1,1,3,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1
ゲス,ゲス,ゲス,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,2,1,2,3,1,1,1,1,3,1,1,2,1,1,2,1,1,1
井口,-,-,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1
本学,ほんがく,ホンガク,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
寺師,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
髪飾り,かみかざり,カミカザリ,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,3,2,2,1,1
ラブライブ,ラブライブ,ラブライブ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1
ばんばん,ばんばん,バンバン,2,4,1,1,1,1,2,2,1,1,3,2,1,2,3,2,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1
比例区,ひれいく,ヒレイク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
プロレス,プロレス,プロレス,2,4,4,3,1,2,3,3,2,2,1,1,2,1,1,2,1,1,1,2,1,1,3,3,2,2,3,1,2,2,2,1,2,2,4,2
いたむ,いたむ,イタム,2,4,1,4,1,3,3,4,4,4,4,4,3,3,3,4,3,3,2,3,1,1,3,1,4,3,4,3,3,4,4,3,4,4,1,3
合理性,ごうりせい,ゴウリセイ,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
偏在,へんざい,ヘンザイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
遠方,えんぽう,エンポウ,2,2,2,1,4,2,3,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,3,3,2,1,2,2,2,2
流用,りゅうよう,リュウヨウ,2,1,3,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,3,1,2,3,2
ピーン,ぴーん,ピーン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
みてぇ,みてぇ,ミテェ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
跳ね返る,はねかえる,ハネカエル,2,2,1,1,1,1,1,1,2,2,3,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2
ハンパ,ハンパ,ハンパ,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
遺物,いぶつ,イブツ,2,2,3,1,3,2,2,2,2,2,1,2,2,2,1,2,2,2,1,3,3,3,1,2,2,2,1,2,2,2,2,3,2,2,2,3
清める,きよめる,キヨメル,2,2,1,2,1,2,2,2,2,2,4,2,2,3,2,3,3,3,2,2,1,1,4,1,2,2,2,3,3,2,2,1,2,3,1,2
母国,ぼこく,ボコク,2,2,3,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2
殺る,やる,ヤル,2,1,3,3,1,1,5,2,4,2,2,1,3,1,1,5,4,4,5,4,1,1,3,1,2,3,5,3,3,1,4,3,2,1,3,2
凶悪,きょうあく,キョウアク,2,1,2,3,2,2,2,3,3,3,4,3,2,3,2,3,3,3,2,3,3,3,4,1,2,3,1,2,2,3,3,3,3,3,2,3
愛称,あいしょう,アイショウ,2,1,4,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,3,2,2,1,2,2,5,2
ええと,ええと,エエト,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,4,1,4,4,1,1,3,3,1,1,1,1,1,1,2,1,1,1
最優秀,さいゆうしゅう,サイユウシュウ,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1
突き出す,つきだす,ツキダス,2,2,1,2,1,3,2,2,2,2,4,2,4,2,1,4,2,2,1,4,1,1,4,1,4,2,3,3,3,4,2,3,4,4,2,1
師範,しはん,シハン,2,3,3,2,3,2,2,2,2,2,1,2,2,3,3,2,3,3,3,1,1,2,1,1,2,2,1,3,2,2,2,1,2,2,4,1
平井,ひらい,ヒライ,2,1,2,3,1,1,1,3,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,3,2
小西,-,-,2,1,2,3,1,1,1,3,2,1,1,1,3,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,3,1
呪,じゅ,ジュ,2,1,3,3,4,1,1,2,3,3,1,3,3,4,2,3,4,4,2,4,4,4,2,1,3,2,1,3,2,3,3,3,3,3,2,1
コリコリ,コリコリ,コリコリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1
かたは,かたは,カタハ,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1
わき,わき,ワキ,2,4,2,2,4,3,4,3,2,2,1,3,4,2,3,4,2,2,2,2,2,2,4,1,4,2,4,4,4,4,2,1,3,4,3,3
コーディネーター,コーディネーター,コーディネーター,2,1,2,2,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2
ミルワーム,ミルワーム,ミルワーム,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
タペストリー,タペストリー,タペストリー,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3
遠足,えんそく,エンソク,2,3,1,3,3,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2,2,1,1,2,2,1,1,1,2,2,1,2,3,2,2
カラい,からい,カライ,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1
経験則,けいけんそく,ケイケンソク,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
たたえる,たたえる,タタエル,2,1,2,2,1,3,2,2,3,3,3,3,3,3,2,4,3,3,2,2,1,1,2,1,3,3,4,4,4,3,3,1,3,3,2,2
哀歌,あいか,アイカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
招集,しょうしゅう,ショウシュウ,2,1,3,2,1,2,2,2,3,3,1,3,2,3,2,2,3,3,2,2,3,3,1,1,1,3,1,1,1,3,3,1,2,2,3,2
マイヤー,マイヤー,マイヤー,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,1,2,2
高速化,こうそくか,コウソクカ,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
にぎわい,にぎわい,ニギワイ,2,1,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2
モスラ,モスラ,モスラ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3
教諭,きょうゆ,キョウユ,2,2,3,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,4,1,1,1,2,1,1,1,1,1,2,1,1,2,4,3,2
蓮田,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
パシフィコ,ぱしふぃこ,パシフィコ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
節税,せつぜい,セツゼイ,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
佐竹,さたけ,サタケ,2,1,3,2,1,1,1,3,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,3,1,1,2,1,1,2,1,3,1,3,1
新制度,しんせいど,シンセイド,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
総則,そうそく,ソウソク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
亜細亜,アジア,アジア,2,4,2,2,2,4,4,3,3,1,1,1,3,1,1,3,2,2,2,1,3,3,1,5,3,2,3,4,4,1,3,1,4,1,5,3
グロウ,グロウ,グロウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
黄み,きみ,キミ,2,2,2,4,1,1,1,1,4,4,1,1,5,1,1,1,4,4,4,4,5,4,1,2,1,3,5,2,3,1,4,3,4,1,3,1
危害,きがい,キガイ,2,1,2,2,3,1,2,2,3,3,1,3,2,3,2,3,3,3,2,3,3,3,3,1,2,2,1,2,2,3,3,4,2,3,2,2
フローラル,フローラル,フローラル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
クラッチ,クラッチ,クラッチ,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2
コシ,コシ,コシ,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
安田,やすだ,ヤスダ,2,2,3,3,1,2,2,4,2,1,1,1,3,1,1,2,1,1,2,1,1,2,2,3,3,1,1,1,1,1,2,1,2,1,3,2
ドキッ,どきっ,ドキッ,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
後継,あとつぎ,アトツギ,2,2,4,1,2,2,2,1,1,3,1,3,3,3,2,3,3,3,2,1,3,3,1,1,1,1,1,1,2,3,1,1,3,3,4,2
梁,うつばり,ウツバリ,2,2,3,2,3,2,3,3,2,2,1,2,3,1,1,3,2,2,1,2,1,1,1,2,4,2,3,4,4,2,2,1,2,2,3,2
信,しん,シン,2,2,4,4,5,2,2,4,4,3,3,3,4,3,4,3,3,3,4,3,5,5,1,2,3,3,1,4,4,2,4,1,3,2,4,2
音楽家,おんがくか,オンガクカ,2,1,1,2,3,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,1,2,1,1,1,3,2
躍動,やくどう,ヤクドウ,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2
