word,hiragana,katakana,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3,RSPEER
砂漠,さばく,サバク,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,2,4,4,4,4,4,2,4,4,4,2,3,4,4,3,2,2,4,3,1,3,3,3,3,3,3,5,2,3,3,4,3,2,4,3,3,3,3,3,3,3,4,4,5,3,3,3,3,3,3
サホ,さほ,サホ,3,3,3,3,4,4,4,4,2,4,3,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
サボテン,サボテン,サボテン,3,3,3,4,4,4,4,4,3,3,3,3,2,3,2,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,2
サヤマ,サヤマ,サヤマ,3,3,3,3,4,4,4,4,2,4,3,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
サリー,サリー,サリー,3,3,3,3,4,4,4,4,2,4,3,3,2,3,3,2,1,2,2,2,1,3,3,1,2,1,1,2,1,2,1,3,4,4,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,3,3,2,3,2,2,2,2,2,2,2,2,2,3,1,2,1,3,3,2,2
サワベ,さわべ,サワベ,3,3,3,3,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
サンクション,サンクション,サンクション,3,3,3,3,4,4,4,4,4,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
三国,さんごく,サンゴク,3,1,3,4,4,4,4,4,2,2,3,4,3,2,3,1,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
賛頌,さんしょう,サンショウ,3,3,3,3,4,4,4,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
三水,さんずい,サンズイ,3,3,3,3,5,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,2,1,1,1,1,1,1,1,1,1,1
三省,さんせい,サンセイ,3,1,3,3,5,4,4,4,4,2,3,3,2,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
酸性,さんせい,サンセイ,3,3,3,3,4,4,4,4,2,3,4,3,3,3,2,1,1,2,3,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2
山頂,さんちょう,サンチョウ,3,3,3,3,4,4,4,4,4,2,3,3,2,3,4,2,3,3,3,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,3,1,1,3,2,1,2,2,2,2,3,2,3,2,2,2,1,3,2,3,3,3,2,3,3,3,3,3,2,1,3,2,3,2,2,3
サンノミヤ,さんのみや,サンノミヤ,3,3,3,3,4,4,4,4,2,4,3,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
三昧,さんまい,サンマイ,3,3,3,3,4,4,4,4,3,3,3,3,3,3,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,3
サーク,サーク,サーク,3,3,3,3,4,4,4,4,3,2,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
サーズデー,サーズデー,サーズデー,3,3,3,3,4,4,4,4,2,4,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
サード,サード,サード,3,3,3,3,4,4,5,4,2,3,3,3,3,2,3,3,1,2,2,3,2,3,3,1,1,1,1,2,2,2,1,2,2,2,3,1,4,1,2,1,2,1,2,2,1,1,1,1,1,3,3,3,3,2,3,3,2,3,3,4,2,1,2,1,1,1,3,2,2,2
材,ざい,ザイ,3,3,3,3,4,4,4,4,2,3,3,3,2,3,4,2,3,2,4,3,2,3,3,3,3,2,1,3,2,2,3,2,2,2,4,2,1,3,2,1,2,2,3,2,3,2,3,2,1,2,1,3,3,3,3,3,4,3,3,3,4,3,3,4,2,2,4,3,3,4
財団,ざいだん,ザイダン,3,3,3,3,4,4,4,4,3,2,3,3,3,3,4,3,1,2,4,3,2,3,3,3,2,3,1,2,3,3,1,1,3,3,3,1,1,2,2,1,2,1,1,2,1,1,2,1,1,3,1,3,3,3,3,3,3,3,3,3,3,1,3,1,2,1,5,3,3,3
財務,ざいむ,ザイム,3,3,3,4,4,4,4,4,3,3,3,3,3,2,4,2,1,2,4,3,2,3,3,3,1,1,1,2,1,1,1,2,3,3,4,1,3,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,4,3,3,1,2,1,3,3,3,3
材木,ざいもく,ザイモク,3,3,3,3,4,4,4,4,3,3,3,3,2,3,2,2,4,2,2,2,3,2,2,2,3,1,3,3,1,1,3,1,2,2,2,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,3,2,2,2,1,1
ざっくばらん,ざっくばらん,ザックバラン,3,3,3,4,4,4,4,4,3,2,3,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1
詩,し,シ,3,2,3,4,4,4,4,4,2,2,3,4,3,3,5,3,5,5,4,3,3,4,4,4,5,2,3,4,2,2,4,5,4,4,4,1,4,4,3,5,3,3,3,3,4,3,4,2,2,3,5,4,4,4,4,4,3,4,4,4,4,3,4,5,4,4,5,3,4,3
しいん,しいん,シイン,3,3,3,3,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,2,4,2,2,2,3,3,1,2,3,3,1,2,4,4,2,1,3,3,2,4,4,3,2,4,2,3,2,2,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,3
シェフ,シェフ,シェフ,3,3,3,3,4,4,4,4,3,4,3,3,2,3,2,4,1,2,3,3,4,5,5,1,1,1,1,2,4,4,3,2,3,4,3,1,2,2,2,1,3,2,2,3,2,2,3,2,1,4,4,2,1,2,2,2,2,2,2,2,3,2,5,1,2,2,2,3,3,3
シオドメ,しおどめ,シオドメ,3,3,3,3,4,4,4,5,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
仕掛け,しかけ,シカケ,3,2,3,4,4,4,5,4,2,3,3,3,3,3,3,4,1,3,3,3,1,3,3,3,3,4,3,1,4,4,3,3,4,4,4,3,1,1,4,1,3,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4
死活,しかつ,シカツ,3,3,3,3,4,4,4,4,3,2,3,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1
紫外,しがい,シガイ,3,3,3,3,4,4,5,4,3,3,3,3,3,3,3,1,1,1,3,3,1,1,2,2,1,2,3,3,2,2,3,1,2,2,1,1,1,1,1,3,2,1,1,1,1,1,2,2,1,2,3,2,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,2,1
しがみ付く,しがみつく,シガミツク,3,3,3,3,4,4,4,4,3,2,4,3,3,3,1,3,1,3,3,2,2,3,3,3,4,3,3,4,3,3,3,4,1,1,1,4,1,2,3,4,3,4,3,3,3,4,3,2,4,3,5,2,1,3,2,2,2,2,2,2,2,4,3,1,4,4,1,2,2,1
始業,しぎょう,シギョウ,3,3,3,3,4,4,4,4,3,2,3,3,3,3,1,1,1,1,2,2,1,1,2,2,1,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,3,2,2,2,2,2,1,3,2,3,2,1,1,2
四五十,しごじゅう,シゴジュウ,3,3,3,3,4,4,4,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
四五百,しごひゃく,シゴヒャク,3,3,3,3,4,4,4,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
支障,ししょう,シショウ,3,3,3,4,4,4,4,4,3,2,3,4,3,3,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,2,3,3
試食,ししょく,シショク,3,3,3,3,4,4,4,4,2,3,3,3,2,3,1,2,1,2,3,3,3,3,3,3,1,2,3,1,2,2,3,3,2,2,2,2,1,1,2,4,3,2,2,2,2,2,3,2,1,3,1,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,1,3,3,2
施術,しじゅつ,シジュツ,3,3,3,3,5,4,4,4,3,2,3,3,3,3,1,1,1,1,2,5,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,3,2
シジョウ,シジョウ,シジョウ,3,3,3,3,4,4,4,4,2,4,3,3,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
沈める,しずめる,シズメル,3,1,3,4,5,4,4,4,3,2,3,3,2,3,1,3,1,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,1,1,1,4,1,3,3,1,3,4,3,3,2,4,3,4,3,3,2,2,1,3,2,2,2,4,2,2,2,4,3,4,3,4,2,3,2,1
シチュー,シチュー,シチュー,3,3,3,3,4,4,4,4,3,3,3,3,2,3,1,3,1,2,3,2,2,3,3,1,2,1,1,3,3,3,3,2,3,3,2,2,1,2,2,1,2,2,2,2,1,2,3,2,3,3,4,2,1,2,2,2,2,2,2,2,3,3,3,1,2,3,1,2,3,2
確り者,しっかりもの,シッカリモノ,3,3,3,3,4,4,4,4,2,3,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1
失効,しっこう,シッコウ,3,3,3,3,4,4,4,4,4,2,3,3,3,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2
室内,しつない,シツナイ,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,4,2,3,4,2,2,3,4,3,3,3,3,1,4,2,4,3,4,3,3,3,4,3,4,4,3,1,4,4,4,3,3,3,3,3,4,4,4,3,1,4,4,3,4,4,3
市電,しでん,シデン,3,3,3,3,4,4,4,4,2,3,3,4,2,3,3,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
シノブ,シノブ,シノブ,3,3,3,3,4,4,4,4,3,2,3,3,2,3,1,1,1,1,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
支配,しはい,シハイ,3,3,3,3,4,4,4,4,3,3,3,3,3,2,5,4,5,4,5,4,4,4,5,5,5,5,3,5,5,5,3,4,5,5,4,5,1,4,4,4,4,4,4,4,5,4,5,4,5,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,5
縞,しま,シマ,3,3,3,4,4,4,4,5,3,2,3,3,2,3,2,4,4,1,3,2,5,5,3,3,3,3,4,4,3,3,4,4,2,2,2,2,2,3,4,4,3,3,4,3,2,2,3,3,2,5,4,2,2,2,2,2,2,2,2,2,4,3,5,4,3,3,2,4,4,2
縞鯵,しまあじ,シマアジ,3,2,4,3,4,4,4,4,3,2,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
占める,しめる,シメル,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,2,1,5,5,4,2,2,3,3,4,2,3,4,2,2,3,3,1,1,4,3,1,4,2,3,2,3,3,2,5,4,2,3,4,3,5,4,4,4,5,5,4,4,4,4,3,3,2,1,4,3,4,4,4,3
湿る,しめる,シメル,3,3,3,3,4,4,4,4,2,3,3,4,2,3,2,2,1,3,3,2,3,2,3,2,3,2,2,4,2,2,2,4,1,1,2,4,1,4,2,3,2,3,2,2,2,4,3,4,4,2,5,2,4,2,2,2,2,2,2,2,2,3,3,1,3,4,2,3,3,2
シモキタ,しもきた,シモキタ,3,3,3,3,4,4,4,4,2,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
シャイ,シャイ,シャイ,3,3,3,3,4,4,4,4,2,3,3,3,2,3,2,2,1,1,2,2,2,3,3,1,1,1,1,2,2,2,3,2,3,3,2,1,1,1,3,1,2,2,3,2,2,1,2,2,1,3,3,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,1,2,2
しゃかしゃかしゃか,しゃかしゃかしゃか,シャカシャカシャカ,3,3,3,3,4,5,4,4,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
謝金,しゃきん,シャキン,3,1,3,4,4,4,4,4,2,2,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
社工研,しゃこうけん,シャコウケン,3,3,3,3,4,4,4,4,2,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
社食,しゃしょく,シャショク,3,3,3,3,4,4,4,4,4,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
車内,しゃない,シャナイ,3,2,3,4,4,4,4,4,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,2,2,4,2,2,2,2,3,3,3,3,3,3,2,1,3,3,2,3,2,3,2,3,3,2,2,4,4,3,4,4,4,4,4,4,3,3,3,1,3,3,4,3,4,3
シャフト,シャフト,シャフト,3,3,3,3,4,4,4,4,2,2,4,3,3,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,3,3,3,2
しゃぶ葉,しゃぶよう,シャブヨウ,3,3,3,3,4,4,4,4,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
シャンシャン,シャンシャン,シャンシャン,3,3,3,3,4,4,4,4,2,3,4,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
視野,しや,シヤ,3,2,3,4,4,4,4,4,3,2,3,4,3,2,3,3,3,4,4,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,4,4,1,4,2,1,3,3,3,2,4,3,3,3,3,3,2,4,4,4,4,4,3,4,4,4,3,3,3,1,3,3,3,3,4,3
臭,しゅう,シュウ,3,3,3,3,4,4,4,4,4,2,3,3,3,3,2,3,5,1,2,2,1,3,2,2,3,3,3,4,3,3,3,3,4,4,3,5,3,1,3,3,3,3,3,2,1,2,2,3,2,2,2,1,2,1,1,1,1,1,1,1,3,3,3,1,3,3,2,2,2,4
拾遺,しゅうい,シュウイ,3,1,4,3,4,4,4,4,2,2,3,4,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1
秀英,しゅうえい,シュウエイ,3,1,3,4,4,4,4,4,2,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
集客,しゅうきゃく,シュウキャク,3,3,3,3,4,4,4,4,3,2,3,3,3,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,3,2,2,2,2,5,2,3,2,1,1,1,2,2,2,3,3
収拾,しゅうしゅう,シュウシュウ,3,2,4,3,4,4,4,4,3,2,3,3,2,3,2,2,2,2,2,2,2,3,3,3,2,2,3,3,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,2,4,2,2,2,3,3,1,2,3,2,2,1,2
習性,しゅうせい,シュウセイ,3,2,4,3,4,5,4,4,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,1,2,3,1,2,2,1,2,2,2,2,2,3,3,2,3,3,1,3,2,3,3,3,2,3,3,3,2,3,2,1,2,3,2,2,2,2
趣旨,しゅし,シュシ,3,3,3,4,4,4,4,4,3,3,3,3,3,2,3,2,3,4,4,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,3,1,2,2,1,3,2,2,2,3,2,1,2,3,2,1,4,4,3,4,3,4,3,3,3,3,2,2,1,2,3,3,4,4,3
種智,しゅち,シュチ,3,3,3,3,4,5,4,4,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
首都,しゅと,シュト,3,3,3,3,4,4,4,4,3,2,3,3,3,2,5,3,3,3,4,3,2,3,3,3,3,3,2,4,3,3,2,2,4,3,4,2,3,3,3,1,2,2,3,2,4,3,3,2,4,4,2,4,3,4,4,4,3,4,4,4,3,4,3,1,3,2,5,3,3,4
種目,しゅもく,シュモク,3,3,3,4,5,4,4,4,2,3,3,4,3,3,4,2,2,2,3,3,1,3,3,3,1,3,4,2,3,3,4,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,4,1,3,3,4,3,3,3,3,3,3,2,2,3,1,2,2,4,3,3,2
修羅,しゅら,シュラ,3,1,4,4,4,4,4,4,2,4,3,3,2,3,2,2,3,2,2,1,3,2,3,3,2,4,3,3,4,4,3,3,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,2,1,3,3,2,1,2,2
抄,しょう,ショウ,3,1,4,4,4,4,4,4,2,2,3,4,3,2,3,4,3,4,3,3,1,3,5,1,3,1,1,2,5,5,5,4,5,5,2,1,2,2,4,3,2,2,4,3,3,1,1,2,3,3,5,3,4,2,3,3,3,3,3,3,2,1,3,4,2,1,3,3,5,1
省エネ,しょうエネ,ショウエネ,3,3,3,4,4,4,4,4,3,2,3,3,3,2,1,1,1,2,3,3,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,3,3,2
焼却,しょうきゃく,ショウキャク,3,2,4,3,4,4,4,4,2,3,3,3,3,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,3,2,3,3,3,2,3,3,3,2,2,2,1,2,2,2,1,2,2
商工,しょうこう,ショウコウ,3,3,3,3,4,4,4,4,2,3,4,3,2,3,3,1,1,1,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,2,5,3,3,3,1,1,1,2,1,3,1,3,2
症候,しょうこう,ショウコウ,3,3,3,3,4,4,4,5,3,2,3,3,3,3,3,1,1,1,3,1,1,1,3,3,1,1,2,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,4,2,1,1,2,2,1,1,1,1
ショウシ,ショウシ,ショウシ,3,1,4,3,4,4,4,4,2,2,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
生ずる,しょうずる,ショウズル,3,2,3,4,5,4,4,4,3,3,3,3,3,2,2,1,1,5,5,5,1,1,3,3,3,3,2,1,3,3,2,1,1,1,2,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,5,5,4,5,5,4,5,4,4,5,4,1,4,4,4,2,1,4,1
焦点,しょうてん,ショウテン,3,2,3,4,4,4,4,4,3,3,3,4,3,2,3,1,3,4,4,4,1,2,3,3,3,2,2,3,2,2,2,3,3,3,4,3,1,3,1,1,2,3,1,1,3,3,2,3,3,2,1,5,5,3,4,4,4,4,4,4,3,3,2,1,3,3,3,3,3,3
小便,しょうべん,ショウベン,3,3,3,4,4,4,4,4,2,4,3,3,3,2,1,2,3,2,2,1,3,4,4,4,3,3,2,3,3,3,1,2,4,4,2,3,1,3,2,1,3,2,2,3,1,1,1,2,2,3,1,1,1,2,1,1,1,1,1,1,2,2,4,1,2,2,1,2,2,2
書影,しょえい,ショエイ,3,1,3,4,4,4,4,4,2,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
植民,しょくみん,ショクミン,3,3,3,3,4,4,4,4,4,2,3,3,3,2,5,1,2,1,4,1,1,1,3,3,3,1,1,3,1,1,1,1,3,3,4,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,4,3,3,3,3,3,3,2,2,1,1,3,1,4,2,1,3
職務,しょくむ,ショクム,3,1,3,4,4,4,4,4,2,2,3,4,3,2,3,3,3,4,4,4,3,3,3,3,3,2,2,3,2,3,2,3,4,4,3,2,2,3,2,1,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,2,3,3,3,4,3,3,1,3,3,3,3,3,3
