word,hiragana,katakana,CC100_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
功績,こうせき,コウセキ,3,3,3,3,3,4,3,3,3,2,3,2,4,3,2,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,3,3,3,3,2,2,3,3,3,2,3,3,1,3,2,2,3,2,4,2,2,2,2,4,3,1,3,3,3,3,3,3
ぼちぼち,ぼちぼち,ボチボチ,3,3,3,4,4,4,3,4,3,3,3,3,4,3,3,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,3,2,2,3,1,2,2,2,2,3,4,2,2,3,2,2,2,2,2,2,3,2,2,3,1,2,3,1,2,2
アラフォー,アラフォー,アラフォー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
燃やす,もやす,モヤス,3,3,3,4,3,4,4,3,3,3,4,3,3,4,3,1,3,1,3,3,3,4,4,4,3,4,3,4,4,4,3,3,1,1,2,3,1,3,3,1,4,4,3,4,3,4,4,3,4,4,2,3,2,4,3,3,3,3,3,3,3,4,4,3,3,2,4,2,3,3
しょっちゅう,しょっちゅう,ショッチュウ,3,4,4,4,4,5,3,3,4,4,4,4,4,4,4,1,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,1,3,3,3,4,3,3,4,3,3,3,3,2,3,4,4,3,4,4,3,3,3,4,3,3,2,2,1,3,2,3,1,3,3
ムード,ムード,ムード,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,2,1,3,3,2,3,3,1,2,1,1,3,2,3,3,3,2,2,3,1,1,2,3,1,2,3,3,3,3,3,3,3,2,2,4,3,3,3,3,3,2,3,3,4,3,3,3,3,3,2,3,2,2,3
ロサンゼルス,ロサンゼルス,ロサンゼルス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,3,1,3,1,1,2,1,1,2,1,1,1,1,3,3,2,1,5,1,1,1,2,1,1,2,2,1,1,1,1,1,2,3,2,3,3,3,2,3,3,3,2,1,3,1,1,2,1,4,3,2
最期,さいご,サイゴ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,2,3,3,3,3,1,4,3,3,4,3,3,4,3,2,3,3,2,1,3,2,2,2,2,2,2,3,3,3,4,3,3,3,3,2,2
術後,じゅつご,ジュツゴ,3,2,1,2,3,4,3,3,3,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1
ノード,ノード,ノード,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,5,1,4,4,3,4,4,4,2,1,1,1,1,2,1,2,2,3
謙虚,けんきょ,ケンキョ,3,2,2,3,3,4,3,3,3,2,3,3,2,2,3,1,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,1,2,2,3,3,2,2,2,3,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,3,3
河川,かせん,カセン,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,1,2,3,4,2,1,2,2,2,1,2,2,1,1,2,1,1,1,3,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,4,3,3
提唱,ていしょう,テイショウ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,1,3,1,3,1,1,2,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,4,1,2,1,2,2,1,3,4,2,3,3,3,3,3,3,2,2,1,1,2,2,2,3,3,3
テンポ,テンポ,テンポ,3,2,3,2,3,4,3,4,3,2,3,3,2,3,2,2,2,1,3,3,1,2,2,1,2,1,1,2,3,3,3,2,2,2,3,1,1,1,2,3,2,2,2,2,3,2,2,2,2,3,4,3,4,3,3,3,3,3,3,4,3,2,2,1,2,3,3,2,3,3
自,じ,ジ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,4,5,3,3,3,2,3,3,3,2,3,4,2,2,3,3,2,2,3,2,2,3,2,3,2,2,4,2,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,3,3,4,3,3,4,3,4,3,2
資材,しざい,シザイ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,3,2,3,3,3,2,3,3,3,3,3,2,5,2,3,2,3,2,2
逸早く,いちはやく,イチハヤク,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,1,3,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,4,3,3,3,2,3,1,1,1,1,2,1,1,1
傑作,けっさく,ケッサク,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,1,3,3,3,3,3,2,3,2,2,3,1,2,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,2
締まる,しまる,シマル,3,4,4,3,3,4,3,4,3,3,4,4,4,4,4,1,2,1,3,3,2,2,2,3,2,3,4,1,2,2,3,3,1,1,1,4,1,2,2,1,2,3,2,2,2,2,2,4,3,2,3,3,3,4,4,3,3,4,3,3,3,3,2,1,3,1,4,1,3,3
ステロイド,ステロイド,ステロイド,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1
合格者,ごうかくしゃ,ゴウカクシャ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
改変,かいへん,カイヘン,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,3,1,3,3,2,2,2,3,1,2,3,2,2,2,3,2,2,2,3,3,2,3,3,3,2,3,2,2
友情,ゆうじょう,ユウジョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,3,3,4,4,3,2,2,3,4,3,4,4,4,3,3,3,4,3,3,4,1,3,2,3,3,3,2,3,3,4,3,3,4,3,3,3,4,3,3,3
すんなり,すんなり,スンナリ,3,2,1,3,4,4,3,3,3,2,3,2,3,2,2,1,2,1,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,1,2,2,1,3,3,3,2,3,3,2,4,4,2,4,3,2,3,2,2,2,2,2,2,2,3,2,3,3,2,3,1,2,2
孤立,こりつ,コリツ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,2,3,1,3,2,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,1,3,2,1,3,3,3,2,4,3,2,2,3,3,1,3,4,2,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3
内覧,ないらん,ナイラン,3,2,1,2,4,4,3,3,3,2,2,2,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
倍率,ばいりつ,バイリツ,3,2,3,2,3,4,4,4,3,2,3,2,2,3,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,3,3,3,3,3,2,3,3,4,3,2,1,1,1,2,2,2,2,3
メルカリ,メルカリ,メルカリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
熟成,じゅくせい,ジュクセイ,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,2,1,1,2,2,2,2,2,1,3,2,1,3,3,2,1,1,1,2,4,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,1,3
赤み,あかみ,アカミ,3,2,2,2,3,4,4,3,3,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,3,2,1,1,2,1,2,2,4,2,2,2,4,2,3,1,1,2,1,3,1,2,3
本場,ほんば,ホンバ,3,2,3,2,3,4,3,3,3,3,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,1,2,2,1,2,2,1,3,2,2,2,2,2,2,2,1,3,1,3,2,3,3,3,4,3,3,4,3,2,2,1,1,2,2,2,2,2
和室,わしつ,ワシツ,3,3,4,3,3,4,4,4,3,4,4,3,2,3,3,1,1,1,3,2,2,1,1,1,2,1,2,3,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2
双子,ふたご,フタゴ,3,3,4,2,3,4,3,3,5,3,2,3,2,4,3,3,3,2,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,1,3,3,1,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,4,4,4,3,3,4,3,2,2
着せる,きせる,キセル,3,3,3,3,3,4,4,3,3,2,3,3,2,2,3,1,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,1,3,2,3,2,3,2
軽自動車,けいじどうしゃ,ケイジドウシャ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2
ポンド,ポンド,ポンド,3,3,1,4,3,4,3,3,3,4,3,2,2,2,4,4,2,1,1,3,2,4,4,1,3,1,1,3,2,2,1,1,4,4,3,1,3,3,1,1,1,1,1,2,2,1,1,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,4,1,2,3,2,3,2,3
ココ,ココ,ココ,3,2,2,2,3,4,3,3,4,2,2,3,2,2,2,2,1,1,3,3,2,1,3,1,1,1,1,2,3,3,2,1,4,4,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,2,1,4,3,4,3,2,1,4
念願,ねんがん,ネンガン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,1,3,3,3,3,3,2,2,2,2,2,1,3,2,3,3,3,2,3,3,3,3,2,2,1,2,2,2,2,1,2
同伴,どうはん,ドウハン,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,3,1,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1
お家,おうち,オウチ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,2,1,1,3,1,1,1,1,1,1,3,1,1,2,4,1,3,4,4,3,3,4,4,2,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,3,4
焼ける,やける,ヤケル,3,4,4,5,3,4,3,3,5,4,5,5,2,4,4,1,3,1,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,4,1,4,3,3,4,4,4,4,3,4,3,4,3,4,3,4,3,4,5,4,3,4,3,3,3,4,4,4,3,2,4,2,3,3
作業員,さぎょういん,サギョウイン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,3,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2
ヘルニア,ヘルニア,ヘルニア,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,5,2,1,2,1,1,1,1,1,1,1
星空,ほしぞら,ホシゾラ,3,2,2,3,3,4,3,3,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,1,2,2,1,2,3,2,2,2,3,3,3,2,3,1,3,2,3,3,3,2,3,3,3,2,3,2,3,2,2,3,2,2,2
イラストレーター,イラストレーター,イラストレーター,3,4,2,4,4,4,3,3,3,2,3,2,5,4,3,3,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,1,2,2,2,2,2,4,2,2,2,1,1,2,2,1,3,2,2
まったり,まったり,マッタリ,3,2,2,3,3,4,3,3,3,2,3,3,3,2,3,1,2,1,2,2,1,1,2,2,1,2,3,1,2,2,3,3,1,1,2,4,1,1,2,1,2,2,2,1,1,2,2,3,2,2,4,1,1,1,1,1,3,1,1,1,3,3,1,1,1,2,3,1,3,2
引き摺る,ひきずる,ヒキズル,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,3,3,1,1,1,4,2,4,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,3,3,3,3,3,3,3,4,3,3,3,4,1,1,2,1,4,1,2,1
安静,あんせい,アンセイ,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,3,2,2,2,3,2,3,3,2,3,2,2,3,3,2,2,2,2,2,3,1,2,2,3,2,2,2,2,1,1,2,2,2,3,1,2,2,2,2,2,2,2,2,4,2,2,3,3,2,2,3,1,1,2
返し,かえし,カエシ,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,4,3,1,1,4,1,3,3,3,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,3,4,3,1,3,4,4,2,3,3
勝てる,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,4,4,1,3,1,1,1,5,5,4,4,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,1,2,4,4
血液型,けつえきがた,ケツエキガタ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,2,2,4,3,2,3,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
音量,おんりょう,オンリョウ,3,2,2,2,4,4,3,4,4,2,2,2,2,2,3,2,1,1,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,2,3,3,4,3,2,2,1,2,3,3,2,4,3
負け,まけ,マケ,3,3,3,4,3,4,3,3,3,3,4,3,2,4,2,4,4,1,3,3,1,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,1,1,4,1,4,4,4,4,3,4,4,4,4,4,2,2,2,3,2,2,2,2,2,2,3,4,4,4,3,4,4,4,3,4
落ち着き,おちつき,オチツキ,3,2,3,2,3,4,3,3,3,2,3,2,3,3,2,2,2,1,3,3,1,2,2,2,3,2,3,4,2,2,3,3,2,2,3,3,1,1,3,1,2,3,3,2,2,4,3,4,3,2,2,3,3,3,3,3,2,4,3,3,2,3,2,1,3,3,4,1,1,2
心構え,こころがまえ,ココロガマエ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2,3,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,1,2,2
復讐,ふくしゅう,フクシュウ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,3,2,4,4,4,4,4,4,4,3,3,4,3,4,4,2,2,1,2,2,2,3,2,2,2,3,4,4,5,4,3,3,3,3,3
ナース,ナース,ナース,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,3,1,2,2,3,2,3,1,2,1,1,2,3,3,3,2,3,3,2,1,1,2,2,1,2,2,2,2,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,2,3,2,2,2,2
まあまあ,まあまあ,マアマア,3,4,4,4,4,4,4,4,5,4,4,3,4,4,4,1,4,1,3,3,4,4,2,2,1,3,3,2,2,2,3,4,3,3,2,3,1,3,4,4,4,4,4,5,2,3,4,4,3,4,5,3,3,3,3,3,3,4,3,4,2,3,4,1,3,1,3,1,4,4
賞品,しょうひん,ショウヒン,3,3,1,4,4,4,3,4,3,3,2,2,3,3,2,2,3,2,2,2,2,3,3,3,2,3,3,2,3,3,3,2,2,2,2,2,1,1,2,1,2,2,3,2,1,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,2,2,2,3,2
賞金,しょうきん,ショウキン,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,3,2,2,3,2,4,4,4,2,4,3,2,4,4,3,2,3,3,2,2,3,2,3,1,3,2,3,3,2,2,3,2,2,3,1,2,2,3,2,2,2,2,2,4,3,3,4,3,2,3,2,4,4,3
タンパク質,タンパクしつ,タンパクシツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,2,3
取り掛かる,とりかかる,トリカカル,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,1,2,1,3,3,2,2,2,2,2,2,2,3,1,1,2,2,1,1,1,2,1,3,1,4,2,2,2,1,2,2,3,2,3,1,3,2,2,2,2,2,2,2,2,2,2,3,2,4,2,1,3,1,2,2
ロス,ロス,ロス,3,3,3,3,3,4,4,3,3,3,3,3,4,2,4,4,4,1,2,2,3,4,4,1,3,3,1,3,4,4,2,2,4,4,3,1,5,3,3,1,3,3,3,3,3,2,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,3,4,1,3,4,2,4,3,3
潜在的,せんざいてき,センザイテキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
巷,ちまた,チマタ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2
折々,おりおり,オリオリ,3,2,1,4,3,4,3,3,3,3,3,2,2,2,3,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,3,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1
類い,たぐい,タグイ,3,3,3,3,3,4,4,3,3,3,3,3,2,3,3,1,2,1,3,3,2,2,2,2,3,3,3,4,3,3,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,4,3,3,3,3,3,4,2,1,2,1,4,1,2,1
予定日,よていび,ヨテイビ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
アルミ,アルミ,アルミ,3,3,2,4,3,4,3,3,3,2,3,4,2,2,3,3,2,1,2,3,1,2,2,1,2,1,1,2,1,1,2,1,2,2,3,1,1,2,3,1,1,1,2,2,1,1,1,1,1,2,3,3,3,2,3,3,2,3,3,3,3,2,2,1,2,3,2,3,3,3
散る,ちる,チル,3,2,2,2,3,4,3,3,4,2,3,3,2,2,3,1,4,1,3,3,4,3,3,3,4,4,3,4,4,4,3,4,1,1,2,3,1,4,3,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,2,4,3,3,3,4,4,4,4,2,4,3,3,3
通算,つうさん,ツウサン,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,1,1,2,3,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,3,1,2,1,1,2,1,4,1,2
被相続人,ひそうぞくにん,ヒソウゾクニン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
グラウンド,グラウンド,グラウンド,3,3,3,2,3,4,3,3,4,3,3,3,2,3,2,3,3,1,3,3,2,2,2,1,3,1,1,3,2,2,3,3,2,2,3,2,3,3,2,1,2,2,2,2,2,3,2,2,2,3,4,3,3,4,3,3,3,3,3,5,2,2,2,1,3,2,3,3,3,2
喚起,かんき,カンキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,3,4,2,3,4,2,3,3,3,2,2,1,1,2,2,2,2,2,3
混合,こんごう,コンゴウ,3,2,2,3,3,4,3,3,3,2,2,2,3,2,2,4,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,4,5,1,4,4,3,4,4,4,3,2,2,1,2,3,2,3,2,2
虚偽,きょぎ,キョギ,3,2,1,2,4,4,3,3,3,2,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,2,2,1,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,2
脱毛症,だつもうしょう,ダツモウショウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
重度,じゅうど,ジュウド,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,3,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
訪日,ほうにち,ホウニチ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2
果てる,はてる,ハテル,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,3,1,2,3,3,3,3,3,3,3,3,4,3,3,3,4,1,1,1,5,1,4,2,4,2,3,3,3,3,3,3,4,2,3,3,2,2,3,2,2,2,2,2,2,2,4,3,3,4,1,4,2,3,2
不全,ふぜん,フゼン,3,2,2,3,3,4,3,3,3,2,3,2,3,2,3,3,1,1,1,3,2,1,3,3,1,1,1,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,4,2,2,2,2,3,2,1,3,2,2,2,2,1,2
遣り直す,やりなおす,ヤリナオス,3,3,3,3,3,4,3,4,3,3,2,4,3,2,3,1,1,1,3,3,1,1,1,4,1,3,4,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,1,1,1
冥福,めいふく,メイフク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,3,2
