word,hiragana,katakana,CC100_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
停泊,ていはく,テイハク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1
防風,ぼうふう,ボウフウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
便宜上,べんぎじょう,ベンギジョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
万丈,ばんじょう,バンジョウ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,2,1,1,1
石膏,せっこう,セッコウ,2,2,2,3,3,4,3,3,3,3,2,2,2,2,3,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2
除名,じょめい,ジョメイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1
計らい,はからい,ハカライ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1
町会,ちょうかい,チョウカイ,2,4,4,4,4,4,3,3,3,4,4,4,3,4,3,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,2
月光,げっこう,ゲッコウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,2,2,2,2,2,3,2,1,3,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,2,2,3,2,2,2,3,1,1,1,2,1,1,1,1,1,1,2,2,2,1,3,2,3,3,2,2
陥落,かんらく,カンラク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,2,2,2,1,1,2,2,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,3,1,2
同乗者,どうじょうしゃ,ドウジョウシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
致命傷,ちめいしょう,チメイショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,2,1,2,2,3,3,2,3,2,2,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1
吉日,きちじつ,キチジツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
寄越す,よこす,ヨコス,2,3,3,4,3,4,3,3,3,2,3,3,3,3,3,1,4,1,3,3,4,4,4,4,2,4,4,4,2,2,4,3,2,2,1,3,1,4,4,4,4,4,2,2,4,3,3,2,3,3,2,4,2,2,3,2,2,2,2,2,2,2,4,4,3,3,1,4,1,2,2
買取る,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
断裂,だんれつ,ダンレツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
斧,おの,オノ,2,2,3,2,3,4,3,3,3,2,2,4,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,4,2,2,1,2,2,2,2,3,3,3,2,3,4,2,2,2,3,2,2,2,2,2,2,2,4,2,4,3,3,2,2,2,3
フェロモン,フェロモン,フェロモン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,4,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1
直角,ちょっかく,チョッカク,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,1,3,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
塾長,じゅくちょう,ジュクチョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
球菌,きゅうきん,キュウキン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
長崎市,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
解説者,かいせつしゃ,カイセツシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
スタメン,スタメン,スタメン,2,2,3,2,3,4,3,4,3,2,3,2,2,3,2,3,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1
合点,がてん,ガテン,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,2,4,1,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,1,2,1,3,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,3,2,1,3,1,3,1,1,1
戦地,せんち,センチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,4,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,4,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,3,2,2,2,1,2,2,1,2,2,2,1,2,1
文庫本,ぶんこぼん,ブンコボン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
低周波,ていしゅうは,テイシュウハ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
病歴,びょうれき,ビョウレキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
半券,はんけん,ハンケン,2,3,3,2,3,4,3,3,3,2,4,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
雨量,うりょう,ウリョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
伸長,しんちょう,シンチョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,3,3,3,3,3,3,2,1,1,1,1,1,1,2,2,1
サリン,サリン,サリン,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2,2,1
任,にん,ニン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,2,4,3,3,3,3,3,2,3,3,3,3,2,3,3,4,2,1,4,3,3,1,2,2,3,2,3,2,3,2,2,3,2,1,1,2,1,1,1,1,1,1,2,3,4,4,2,2,2,4,1,1
パーソナリティ,パーソナリティ,パーソナリティ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,4,1,2
当直,とうちょく,トウチョク,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,3,3,2,3,3,2,3,3,3,2,1,2,1,2,1,1,1,1,1
ゴシップ,ゴシップ,ゴシップ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,2,1,1,1,2,3,3,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,1,2,2
貼り付け,はりつけ,ハリツケ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2
評,ひょう,ヒョウ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,4,1,2,3,2,2,1,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,1,1
クラスメイト,クラスメイト,クラスメイト,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,3,4,1,1,2,3,1,3,2,2,4,2,3,3,2,2,3,2,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,3,1,2
喪主,もしゅ,モシュ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
試供品,しきょうひん,シキョウヒン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
道標,どうひょう,ドウヒョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
断崖,だんがい,ダンガイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,2,2,3,2,2,3,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1
缶詰,かんづめ,カンヅメ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,3,1,2,1,1,3,2,2,2,2,3,3,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2
ＡＬＳ,エーエルエス,エーエルエス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ハチ,ハチ,ハチ,2,3,1,2,4,4,3,5,3,2,2,2,2,2,3,2,3,1,1,1,1,4,3,1,2,1,1,1,3,3,3,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,3,3,3,2,3,3,3,3,3,3,3,1,1,4,3,2,2,1,2,2,2
極寒,ごっかん,ゴッカン,2,2,2,2,3,4,3,3,3,2,2,3,3,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1
アトランタ,アトランタ,アトランタ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,2,3,3,3,1,1,3,1,1,2,1,3,3,1
武蔵野,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1
ウォーマー,ウォーマー,ウォーマー,2,3,2,4,3,4,4,3,3,2,2,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
ばつ,ばつ,バツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,2,4,3,3,2,2,4,4,3,4,4,4,2,4,4,3,4,1,3,2,2,4,2,2,3,2,3,2,2,2,2,2,2,3,3,2,3,3,4,3,3,4,3,3,3,3,2,3,3,3,3,4
オケ,オケ,オケ,2,2,3,2,3,4,3,3,3,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,5,2,1,1,1,1,1,1,1,1,2
茶々,ちゃちゃ,チャチャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,2,2,2,2,2,1,3,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2
サイダー,サイダー,サイダー,2,4,4,2,3,4,3,3,3,2,4,3,2,4,3,1,1,1,1,2,2,2,2,1,1,1,1,1,3,3,4,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,3,3,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2
手振り,てぶり,テブリ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,4,2,2,2,4,2,2,1,1,2,1,2,1,1,2
棚板,たないた,タナイタ,2,2,1,3,3,4,3,3,3,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
トリノ,トリノ,トリノ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,2,1
ぶる,ぶる,ブル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,3,1,4,1,1,4,3,3,3,5,1,1,2,1,1,1,3,3,3,3,4,4,3,2,3,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,2,4,3,3,2,3,4,4,3
原付,げんつき,ゲンツキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
祈祷師,きとうし,キトウシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
深化,しんか,シンカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
地元産,じもとさん,ジモトサン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
同列,どうれつ,ドウレツ,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,4,1,2,2,1,1,1,1,2,1,2,1
健気,けなげ,ケナゲ,2,2,2,2,3,4,4,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,1,1,1,4,1,2,2,2,1,3,3,2,2,2,3,2,4,2,2,3,1,2,1,1,1,1,1,1,1,2,3,2,1,2,1,4,1,2,1
神前,しんぜん,シンゼン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2
放り投げる,ほうりなげる,ホウリナゲル,2,2,2,3,3,4,4,4,3,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,3,2,2,1,1,1,1,1,1,1,2,2,2,1,2,3,2,2,2,4,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,1,3,1,1,1
更新料,こうしんりょう,コウシンリョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
伝う,つたう,ツタウ,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,1,2,1,3,2,1,2,2,2,3,3,2,3,3,3,2,4,1,1,1,4,1,3,2,2,3,2,3,2,2,2,4,2,4,3,2,3,2,2,2,2,2,4,2,2,2,1,3,2,1,3,1,4,1,2,2
カズヒロ,かずひろ,カズヒロ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
やらかす,やらかす,ヤラカス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,3,3,3,3,2,3,3,3,3,3,3,3,1,1,1,2,1,2,3,3,3,3,3,3,3,2,3,3,3,4,3,4,1,1,2,1,1,1,1,1,1,2,3,3,1,2,1,3,1,3,2
洗浄剤,せんじょうざい,センジョウザイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
一列,いちれつ,イチレツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
完遂,かんすい,カンスイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
蚊帳,かや,カヤ,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
明暗,めいあん,メイアン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2
心血,しんけつ,シンケツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
変則的,へんそくてき,ヘンソクテキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ごちゃ混ぜ,ごちゃまぜ,ゴチャマゼ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1
砲撃,ほうげき,ホウゲキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,1,1,3,3,3,1,1,2,2,2,2,2,3,2,2,3,1,2,2,1,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2
便意,べんい,ベンイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
オリエント,オリエント,オリエント,2,2,3,2,3,4,3,3,3,3,2,2,2,3,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1
