word,hiragana,katakana,WIKIPEDIA_V2_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
下痢,げり,ゲリ,2,3,3,3,3,4,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,2,1,2,2,2,2,1,2,2,2,3,3,2,1,1,2,1,2,2,1,1,1,1,1,1,2,3,2,3,3,3,2,3,3,4,3,2,2,1,1,2,2,2,2
ピッツバーグ・パイレーツ,ぴっつばーぐ・ぱいれーつ,ピッツバーグ・パイレーツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
アスファルト,アスファルト,アスファルト,2,3,3,2,3,5,3,3,3,4,2,3,2,2,4,2,1,1,2,2,1,1,1,1,1,2,1,1,3,2,2,1,3,2,2,2,2,1,2,1,1,1,2,2,1,2,3,1,2,1,1,4,3,2,3,3,3,4,3,3,3,2,2,1,3,3,2,3,2,2
しんぶん,しんぶん,シンブン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,4,4,4,4,4,5,3,4,5,3,4,4,3,4,4,5,2,4,4,3,3,4,4,4,4,4,3,3,3,1,3,1,5,5,5,4,4,5,4,5,5,5,3,4,3,4,4,4,4,4
牛込,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
梅雨,つゆ,ツユ,2,2,2,2,3,4,4,3,3,2,3,3,2,2,2,2,2,3,3,3,3,1,2,2,1,2,3,3,3,3,3,3,2,1,1,3,2,1,2,2,1,2,2,2,2,2,2,1,2,2,3,3,2,1,2,2,2,2,2,2,2,3,1,2,3,2,2,2,2,3
京浜急行,けいひんきゅうこう,ケイヒンキュウコウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
デデデ,ででで,デデデ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
セカイ,セカイ,セカイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1
軍法,ぐんぽう,グンポウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
草本,そうほん,ソウホン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
緑町,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
短剣,たんけん,タンケン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,3,1,1,3,1,1,1,3,3,3,1,2,1,3,1,1,1,2,1,1,1,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,4,2,3,3,2,2,1,1
真一郎,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
松子,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
怨霊,おんりょう,オンリョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1
ルックス,ルックス,ルックス,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1
バルカン半島,バルカンはんとう,バルカンハントウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
お正月,おしょうがつ,オショウガツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,3,3,1,1,2,1,3,2,2,3,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1
高貴,こうき,コウキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,2,2,2,3,2,3,3,2,2,3,2,3,3,2,4,2,3,2,1,2,2,2,2,3,3,3,2,3,2,1,2,1,2,2,2,3,2,2,2,2,3,2,1,3,2,3,2,2
表皮,ひょうひ,ヒョウヒ,2,2,1,3,3,4,3,3,3,2,2,3,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1
王子製紙,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
無法,むほう,ムホウ,2,2,1,3,3,4,3,3,3,2,2,2,2,2,2,2,2,3,1,2,1,1,1,3,2,2,3,1,2,3,3,1,1,3,3,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1
初号,しょごう,ショゴウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
ピクニック,ピクニック,ピクニック,2,3,2,4,3,4,3,3,3,3,2,2,3,2,3,1,2,1,2,2,2,2,3,3,1,2,1,1,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,4,3,2,3,3,5,2,3,3,3,2,2,3,1,2,2,2,2,2
バンパイア,バンパイア,バンパイア,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,2,3,2,1,1,1,2,1,1
サンゴ,サンゴ,サンゴ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2
アウトドア,アウトドア,アウトドア,2,3,3,3,3,4,3,3,3,2,3,4,2,2,3,2,1,1,2,2,3,1,2,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,3,3,2,3,3,3,2,3,3,3,3,2,2,3,1,2,2,3,3
黒竜江,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
頂く,いただく,イタダク,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,1,5,5,5,5,4,4,5,4,5,5,5,4,4,4,4,1,1,3,5,1,5,5,3,4,4,4,4,3,3,4,4,3,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,3,5,5,5
軟骨,なんこつ,ナンコツ,2,3,3,2,3,4,3,3,4,4,2,3,2,3,3,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,2,3,3,4,2,1,2,1,1,2,1,1,2
英之,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
美原,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ワシ,ワシ,ワシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,3,4,4,1,3,1,1,1,4,4,2,4,4,4,2,1,1,3,3,1,2,2,3,2,2,2,4,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,1,2,2
パイル,パイル,パイル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
タム,タム,タム,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
グラディウス,グラディウス,グラディウス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
頭骨,とうこつ,トウコツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
観世,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
膣,ちつ,チツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,5,1,1,2,5,1,2,1,1,1,2,2,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,1,1
浦和レッズ,うらわレッズ,ウラワレッズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
司法省,しほうしょう,シホウショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
サンデーサイレンス,さんでーさいれんす,サンデーサイレンス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
特報,とくほう,トクホウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
滝口,たきぐち,タキグチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
東成,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
恐る,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,2,3,1,3,1,1,4,4,4,3,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,2
好戦,こうせん,コウセン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1
出石,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
与力,よりき,ヨリキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1
一馬,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1
リザーブ,リザーブ,リザーブ,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2
かげる,かげる,カゲル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,3,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1
魚沼,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
閣下,かっか,カッカ,2,2,2,3,3,4,3,3,3,3,2,2,3,2,2,1,4,3,2,2,1,3,3,3,3,4,3,2,3,3,3,2,3,4,4,2,2,1,4,3,1,1,2,2,3,1,2,3,1,4,5,3,2,1,2,2,2,2,2,2,2,2,4,3,1,3,2,3,2,1
洸,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,1,1,1,1,1,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1
核分裂,かくぶんれつ,カクブンレツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
名言,めいげん,メイゲン,2,3,3,2,4,4,3,4,3,3,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,3
受刑,じゅけい,ジュケイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,3,3,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
コンピレーション,コンピレーション,コンピレーション,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
カンバーランド,カンバーランド,カンバーランド,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
高千穂,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
群落,ぐんらく,グンラク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
東京都立大学,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
朝陽,ちょうよう,チョウヨウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
文殊,もんじゅ,モンジュ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
天敵,てんてき,テンテキ,2,2,2,4,3,4,3,3,3,2,3,2,2,3,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,3,3,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,3,3,1,2,1,2,2,2,2,2,2,2,2,3,2,3,2,2,3,1,1
否認,ひにん,ヒニン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2
会頭,かいとう,カイトウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
草創,そうそう,ソウソウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,1,1,4,5,5,5,5,5,3,4,5,5,4,5,5,2,2,2,2,2,3,2,2,2,1,1,1,4,4,1,1,2,5
洞察,どうさつ,ドウサツ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,1,3,2,2,2,1,1,2,2,2,2,2,3,2,2,2,1,3,3,2,1,1,2,1,1,1,1,1,1,3,1,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,1,2
思いやり,おもいやり,オモイヤリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,3,1,3,1,1,3,2,2,2,2,3,3,3,2,1,1,2,3,3,3,2,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,3,3
加減,かげん,カゲン,2,4,4,4,3,5,4,4,4,4,4,4,4,4,4,2,4,5,2,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,1,3,3,1,3,3,3,3,2,3,3,4,4,3,3,4,3,4,4,3,3,5,4,4,4,4,4,4,4,3,4,3,4
剃る,そる,ソル,2,2,3,2,3,4,3,3,3,3,3,2,2,3,2,1,2,1,2,2,3,2,3,3,3,3,2,1,2,2,2,3,2,1,1,1,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2,3,3
バグダード,バグダード,バグダード,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
インカ,インカ,インカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1
迷子,まいご,マイゴ,2,3,3,2,3,4,3,3,4,2,3,3,3,2,3,1,3,2,2,2,2,3,3,3,3,2,3,4,3,3,4,4,3,3,3,2,3,1,2,3,4,3,3,3,2,1,3,3,3,2,4,2,2,2,3,2,2,2,2,2,2,3,3,3,4,3,3,4,2,2
裁量,さいりょう,サイリョウ,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,1,1,2,3,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,4,2,2,4,2,2,1,1,1,2,2,2,2
福岡大学,ふくおかだいがく,フクオカダイガク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
浮島,うきしま,ウキシマ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
受難,じゅなん,ジュナン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ドンキーコング,ドンキーコング,ドンキーコング,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
こっち,こっち,コッチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5
遠軽,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
